DATE,rinvresid65Q4,rinvresid66Q1,rinvresid66Q2,rinvresid66Q3,rinvresid66Q4,rinvresid67Q1,rinvresid67Q2,rinvresid67Q3,rinvresid67Q4,rinvresid68Q1,rinvresid68Q2,rinvresid68Q3,rinvresid68Q4,rinvresid69Q1,rinvresid69Q2,rinvresid69Q3,rinvresid69Q4,rinvresid70Q1,rinvresid70Q2,rinvresid70Q3,rinvresid70Q4,rinvresid71Q1,rinvresid71Q2,rinvresid71Q3,rinvresid71Q4,rinvresid72Q1,rinvresid72Q2,rinvresid72Q3,rinvresid72Q4,rinvresid73Q1,rinvresid73Q2,rinvresid73Q3,rinvresid73Q4,rinvresid74Q1,rinvresid74Q2,rinvresid74Q3,rinvresid74Q4,rinvresid75Q1,rinvresid75Q2,rinvresid75Q3,rinvresid75Q4,rinvresid76Q1,rinvresid76Q2,rinvresid76Q3,rinvresid76Q4,rinvresid77Q1,rinvresid77Q2,rinvresid77Q3,rinvresid77Q4,rinvresid78Q1,rinvresid78Q2,rinvresid78Q3,rinvresid78Q4,rinvresid79Q1,rinvresid79Q2,rinvresid79Q3,rinvresid79Q4,rinvresid80Q1,rinvresid80Q2,rinvresid80Q3,rinvresid80Q4,rinvresid81Q1,rinvresid81Q2,rinvresid81Q3,rinvresid81Q4,rinvresid82Q1,rinvresid82Q2,rinvresid82Q3,rinvresid82Q4,rinvresid83Q1,rinvresid83Q2,rinvresid83Q3,rinvresid83Q4,rinvresid84Q1,rinvresid84Q2,rinvresid84Q3,rinvresid84Q4,rinvresid85Q1,rinvresid85Q2,rinvresid85Q3,rinvresid85Q4,rinvresid86Q1,rinvresid86Q2,rinvresid86Q3,rinvresid86Q4,rinvresid87Q1,rinvresid87Q2,rinvresid87Q3,rinvresid87Q4,rinvresid88Q1,rinvresid88Q2,rinvresid88Q3,rinvresid88Q4,rinvresid89Q1,rinvresid89Q2,rinvresid89Q3,rinvresid89Q4,rinvresid90Q1,rinvresid90Q2,rinvresid90Q3,rinvresid90Q4,rinvresid91Q1,rinvresid91Q2,rinvresid91Q3,rinvresid91Q4,rinvresid92Q1,rinvresid92Q2,rinvresid92Q3,rinvresid92Q4,rinvresid93Q1,rinvresid93Q2,rinvresid93Q3,rinvresid93Q4,rinvresid94Q1,rinvresid94Q2,rinvresid94Q3,rinvresid94Q4,rinvresid95Q1,rinvresid95Q2,rinvresid95Q3,rinvresid95Q4,rinvresid96Q1,rinvresid96Q2,rinvresid96Q3,rinvresid96Q4,rinvresid97Q1,rinvresid97Q2,rinvresid97Q3,rinvresid97Q4,rinvresid98Q1,rinvresid98Q2,rinvresid98Q3,rinvresid98Q4,rinvresid99Q1,rinvresid99Q2,rinvresid99Q3,rinvresid99Q4,rinvresid00Q1,rinvresid00Q2,rinvresid00Q3,rinvresid00Q4,rinvresid01Q1,rinvresid01Q2,rinvresid01Q3,rinvresid01Q4,rinvresid02Q1,rinvresid02Q2,rinvresid02Q3,rinvresid02Q4,rinvresid03Q1,rinvresid03Q2,rinvresid03Q3,rinvresid03Q4,rinvresid04Q1,rinvresid04Q2,rinvresid04Q3,rinvresid04Q4,rinvresid05Q1,rinvresid05Q2,rinvresid05Q3,rinvresid05Q4,rinvresid06Q1,rinvresid06Q2,rinvresid06Q3,rinvresid06Q4,rinvresid07Q1,rinvresid07Q2,rinvresid07Q3,rinvresid07Q4,rinvresid08Q1,rinvresid08Q2,rinvresid08Q3,rinvresid08Q4,rinvresid09Q1,rinvresid09Q2,rinvresid09Q3,rinvresid09Q4,rinvresid10Q1,rinvresid10Q2,rinvresid10Q3,rinvresid10Q4,rinvresid11Q1,rinvresid11Q2,rinvresid11Q3,rinvresid11Q4,rinvresid12Q1,rinvresid12Q2,rinvresid12Q3,rinvresid12Q4,rinvresid13Q1,rinvresid13Q2,rinvresid13Q3,rinvresid13Q4,rinvresid14Q1,rinvresid14Q2,rinvresid14Q3,rinvresid14Q4,rinvresid15Q1,rinvresid15Q2,rinvresid15Q3,rinvresid15Q4,rinvresid16Q1,rinvresid16Q2,rinvresid16Q3,rinvresid16Q4,rinvresid17Q1,rinvresid17Q2,rinvresid17Q3,rinvresid17Q4,rinvresid18Q1,rinvresid18Q2,rinvresid18Q3,rinvresid18Q4,rinvresid19Q1,rinvresid19Q2,rinvresid19Q3,rinvresid19Q4,rinvresid20Q1,rinvresid20Q2,rinvresid20Q3,rinvresid20Q4,rinvresid21Q1,rinvresid21Q2,rinvresid21Q3,rinvresid21Q4,rinvresid22Q1
1960:Q1,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,23.7,38.2,38.2,38.2,38.2,38.2,38.2,38.2,38.2,38.2,38.2,38.2,38.2,38.2,38.2,38.2,38.2,38.2,38.2,38.2,38.2,37.3,37.3,37.3,37.3,37.3,37.3,37.3,37.3,37.3,37.3,37.3,37.3,37.3,37.3,37.3,37.3,37.3,37.3,37.3,37.3,100.9,100.9,100.9,100.9,100.9,100.9,100.9,100.9,100.9,100.9,100.9,100.9,100.9,100.9,100.9,100.9,100.9,100.9,100.9,100.9,100.9,100.9,100.9,100.9,118.4,118.4,118.4,118.4,118.4,118.4,118.4,118.4,118.4,118.4,118.4,118.4,118.4,118.4,118.4,118.4,131.8,131.8,131.8,131.8,131.8,131.8,131.8,131.8,131.8,131.8,131.8,131.8,131.8,131.8,131.8,#N/A,148.8,148.8,148.8,148.8,148.8,148.8,148.8,148.8,148.8,148.8,148.8,148.8,148.8,148.8,148.8,148.8,169.9,169.9,169.9,169.9,169.9,169.9,169.9,169.9,169.9,169.9,169.9,169.9,169.9,169.9,169.9,169.9,169.9,169.9,169.9,169.9,169.9,169.9,219.4,219.4,219.4,219.4,219.4,219.4,219.4,219.4,219.4,219.4,219.4,219.4,219.4,219.4,219.4,219.4,229.8,229.8,229.8,229.8,229.8,229.8,229.8,229.8,229.8,229.8,229.8,229.8,229.8,229.8,229.8,229.8,229.8,229.8,229.8,229.8,233.1,233.1,233.1,233.1,233.1,233.1,233.1,233.1,233.1,233.1,233.1,233.1,233.1,233.1,233.1
1960:Q2,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,34.8,34.8,34.8,34.8,34.8,34.8,34.8,34.8,34.8,34.8,34.8,34.8,34.8,34.8,34.8,34.8,34.8,34.8,34.8,34.8,34.1,34.1,34.1,34.1,34.1,34.1,34.1,34.1,34.1,34.1,34.1,34.1,34.1,34.1,34.1,34.1,34.1,34.1,34.1,34.1,92.7,92.7,92.7,92.7,92.7,92.7,92.7,92.7,92.7,92.7,92.7,92.7,92.7,92.7,92.7,92.7,92.7,92.7,92.7,92.7,92.7,92.7,92.7,92.7,108.6,108.6,108.6,108.6,108.6,108.6,108.6,108.6,108.6,108.6,108.6,108.6,108.6,108.6,108.6,108.6,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,#N/A,136.5,136.6,136.6,136.6,136.6,136.6,136.6,136.6,136.6,136.6,136.6,136.6,136.6,136.6,136.6,136.6,155.9,155.9,155.9,155.9,155.9,155.9,155.9,155.9,155.9,155.9,155.9,155.9,155.9,155.9,155.9,155.9,155.9,155.9,155.9,155.9,155.9,155.9,201.4,201.4,201.4,201.4,201.4,201.4,201.4,201.4,201.4,201.4,201.4,201.4,201.4,201.4,201.4,201.4,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,211,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214
1960:Q3,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,33.5,33.5,33.5,33.5,33.5,33.5,33.5,33.5,33.5,33.5,33.5,33.5,33.5,33.5,33.5,33.5,33.5,33.5,33.5,33.5,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,89.8,89.8,89.8,89.8,89.8,89.8,89.8,89.8,89.8,89.8,89.8,89.8,89.8,89.8,89.8,89.8,89.8,89.8,89.8,89.8,89.8,89.8,89.8,89.8,105.3,105.3,105.3,105.3,105.3,105.3,105.3,105.3,105.3,105.3,105.3,105.3,105.3,105.3,105.3,105.3,117.3,117.3,117.3,117.3,117.3,117.3,117.3,117.3,117.3,117.3,117.3,117.3,117.3,117.3,117.3,#N/A,132.4,132.4,132.4,132.4,132.4,132.4,132.4,132.4,132.4,132.4,132.4,132.4,132.4,132.4,132.4,132.4,151.2,151.2,151.2,151.2,151.2,151.2,151.2,151.2,151.2,151.2,151.2,151.2,151.2,151.2,151.2,151.2,151.2,151.2,151.2,151.2,151.2,151.2,195.3,195.3,195.3,195.3,195.3,195.3,195.3,195.3,195.3,195.3,195.3,195.3,195.3,195.3,195.3,195.3,204.7,204.7,204.7,204.7,204.7,204.7,204.7,204.7,204.7,204.7,204.7,204.7,204.7,204.7,204.7,204.7,204.7,204.7,204.7,204.7,207.7,207.7,207.7,207.7,207.7,207.7,207.7,207.7,207.7,207.7,207.7,207.7,207.7,207.7,207.7
1960:Q4,20.7,20.7,20.7,20.7,20.7,20.7,20.7,20.7,20.7,20.7,20.7,20.7,20.7,20.7,20.7,20.7,20.7,20.7,20.7,20.7,20.7,20.7,20.7,20.7,20.7,20.7,20.7,20.7,20.7,20.7,20.7,20.7,20.7,20.7,20.7,20.7,20.7,20.7,20.7,20.7,20.7,33.4,33.4,33.4,33.4,33.4,33.4,33.4,33.4,33.4,33.4,33.4,33.4,33.4,33.4,33.4,33.4,33.4,33.4,33.4,33.4,32.7,32.7,32.7,32.7,32.7,32.7,32.7,32.7,32.7,32.7,32.7,32.7,32.7,32.7,32.7,32.7,32.7,32.7,32.7,32.7,89.9,89.9,89.9,89.9,89.9,89.9,89.9,89.9,89.9,89.9,89.9,89.9,89.9,89.9,89.9,89.9,89.9,89.9,89.9,89.9,89.9,89.9,89.9,89.9,105.4,105.4,105.4,105.4,105.4,105.4,105.4,105.4,105.4,105.4,105.4,105.4,105.4,105.4,105.4,105.4,117.2,117.2,117.2,117.2,117.2,117.2,117.2,117.2,117.2,117.2,117.2,117.2,117.2,117.2,117.2,#N/A,132.2,132.2,132.2,132.2,132.2,132.2,132.2,132.2,132.2,132.2,132.2,132.2,132.2,132.2,132.2,132.2,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,151,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,195,204.5,204.5,204.5,204.5,204.5,204.5,204.5,204.5,204.5,204.5,204.5,204.5,204.5,204.5,204.5,204.5,204.5,204.5,204.5,204.5,207.4,207.4,207.4,207.4,207.4,207.4,207.4,207.4,207.4,207.4,207.4,207.4,207.4,207.4,207.4
1961:Q1,20.9,20.9,20.9,20.9,20.9,20.9,20.9,20.9,20.9,20.9,20.9,20.9,20.9,20.9,20.9,20.9,20.9,20.9,20.9,20.9,20.9,20.9,20.9,20.9,20.9,20.9,20.9,20.9,20.9,20.9,20.9,20.9,20.9,20.9,20.9,20.9,20.9,20.9,20.9,20.9,20.9,33.8,33.8,33.8,33.8,33.8,33.8,33.8,33.8,33.8,33.8,33.8,33.8,33.8,33.8,33.8,33.8,33.8,33.8,33.8,33.8,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,90.2,90.2,90.2,90.2,90.2,90.2,90.2,90.2,90.2,90.2,90.2,90.2,90.2,90.2,90.2,90.2,90.2,90.2,90.2,90.2,90.2,90.2,90.2,90.2,105.9,105.9,105.9,105.9,105.9,105.9,105.9,105.9,105.9,105.9,105.9,105.9,105.9,105.9,105.9,105.9,117.6,117.6,117.6,117.6,117.6,117.6,117.6,117.6,117.6,117.6,117.6,117.6,117.6,117.6,117.6,#N/A,132.8,132.8,132.8,132.8,132.8,132.8,132.8,132.8,132.8,132.8,132.8,132.8,132.8,132.8,132.8,132.8,151.6,151.6,151.6,151.6,151.6,151.6,151.6,151.6,151.6,151.6,151.6,151.6,151.6,151.6,151.6,151.6,151.6,151.6,151.6,151.6,151.6,151.6,195.8,195.8,195.8,195.8,195.8,195.8,195.8,195.8,195.8,195.8,195.8,195.8,195.8,195.8,195.8,195.8,205.3,205.3,205.3,205.3,205.3,205.3,205.3,205.3,205.3,205.3,205.3,205.3,205.3,205.3,205.3,205.3,205.3,205.3,205.3,205.3,208.3,208.3,208.3,208.3,208.3,208.3,208.3,208.3,208.3,208.3,208.3,208.3,208.3,208.3,208.3
1961:Q2,21.1,21.1,21.1,21.1,21.1,21.1,21.1,21.1,21.1,21.1,21.1,21.1,21.1,21.1,21.1,21.1,21.1,21.1,21.1,21.1,21.1,21.1,21.1,21.1,21.1,21.1,21.1,21.1,21.1,21.1,21.1,21.1,21.1,21.1,21.1,21.1,21.1,21.1,21.1,21.1,21.1,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,33.1,33.1,33.1,33.1,33.1,33.1,33.1,33.1,33.1,33.1,33.1,33.1,33.1,33.1,33.1,33.1,33.1,33.1,33.1,33.1,90.5,90.5,90.5,90.5,90.5,90.5,90.5,90.5,90.5,90.5,90.5,90.5,90.5,90.5,90.5,90.5,90.5,90.5,90.5,90.5,90.5,90.5,90.5,90.5,106.3,106.3,106.3,106.3,106.3,106.3,106.3,106.3,106.3,106.3,106.3,106.3,106.3,106.3,106.3,106.3,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,#N/A,133.2,133.2,133.2,133.2,133.2,133.2,133.2,133.2,133.2,133.2,133.2,133.2,133.2,133.2,133.2,133.2,152.1,152.1,152.1,152.1,152.1,152.1,152.1,152.1,152.1,152.1,152.1,152.1,152.1,152.1,152.1,152.1,152.1,152.1,152.1,152.1,152.1,152.1,196.5,196.5,196.5,196.5,196.5,196.5,196.5,196.5,196.5,196.5,196.5,196.5,196.5,196.5,196.5,196.5,206.1,206.1,206.1,206.1,206.1,206.1,206.1,206.1,206.1,206.1,206.1,206.1,206.1,206.1,206.1,206.1,206.1,206.1,206.1,206.1,209.1,209.1,209.1,209.1,209.1,209.1,209.1,209.1,209.1,209.1,209.1,209.1,209.1,209.1,209.1
1961:Q3,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,21.6,35.7,35.7,35.7,35.7,35.7,35.7,35.7,35.7,35.7,35.7,35.7,35.7,35.7,35.7,35.7,35.7,35.7,35.7,35.7,35.7,34.9,34.9,34.9,34.9,34.9,34.9,34.9,34.9,34.9,34.9,34.9,34.9,34.9,34.9,34.9,34.9,34.9,34.9,34.9,34.9,95.4,95.4,95.4,95.4,95.4,95.4,95.4,95.4,95.4,95.4,95.4,95.4,95.4,95.4,95.4,95.4,95.4,95.4,95.4,95.4,95.4,95.4,95.4,95.4,112.2,112.2,112.2,112.2,112.2,112.2,112.2,112.2,112.2,112.2,112.2,112.2,112.2,112.2,112.2,112.2,124.4,124.4,124.4,124.4,124.4,124.4,124.4,124.4,124.4,124.4,124.4,124.4,124.4,124.4,124.4,#N/A,140.4,140.5,140.5,140.5,140.5,140.5,140.5,140.5,140.5,140.5,140.5,140.5,140.5,140.5,140.5,140.5,160.3,160.3,160.3,160.3,160.3,160.3,160.3,160.3,160.3,160.3,160.3,160.3,160.3,160.3,160.3,160.3,160.3,160.3,160.3,160.3,160.3,160.3,207.1,207.1,207.1,207.1,207.1,207.1,207.1,207.1,207.1,207.1,207.1,207.1,207.1,207.1,207.1,207.1,217.3,217.3,217.3,217.3,217.3,217.3,217.3,217.3,217.3,217.3,217.3,217.3,217.3,217.3,217.3,217.3,217.3,217.3,217.3,217.3,220.5,220.5,220.5,220.5,220.5,220.5,220.5,220.5,220.5,220.5,220.5,220.5,220.5,220.5,220.5
1961:Q4,22.6,22.6,22.6,22.6,22.6,22.6,22.6,22.6,22.6,22.6,22.6,22.6,22.6,22.6,22.6,22.6,22.6,22.6,22.6,22.6,22.6,22.6,22.6,22.6,22.6,22.6,22.6,22.6,22.6,22.6,22.6,22.6,22.6,22.6,22.6,22.6,22.6,22.6,22.6,22.6,22.6,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3,36.3,98.4,98.4,98.4,98.4,98.4,98.4,98.4,98.4,98.4,98.4,98.4,98.4,98.4,98.4,98.4,98.4,98.4,98.4,98.4,98.4,98.4,98.4,98.4,98.4,115.8,115.8,115.8,115.8,115.8,115.8,115.8,115.8,115.8,115.8,115.8,115.8,115.8,115.8,115.8,115.8,128.6,128.6,128.6,128.6,128.6,128.6,128.6,128.6,128.6,128.6,128.6,128.6,128.6,128.6,128.6,#N/A,145.1,145.2,145.2,145.2,145.2,145.2,145.2,145.2,145.2,145.2,145.2,145.2,145.2,145.2,145.2,145.2,165.7,165.7,165.7,165.7,165.7,165.7,165.7,165.7,165.7,165.7,165.7,165.7,165.7,165.7,165.7,165.7,165.7,165.7,165.7,165.7,165.7,165.7,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,214,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228
1962:Q1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,23.1,37.1,37.1,37.1,37.1,37.1,37.1,37.1,37.1,37.1,37.1,37.1,37.1,37.1,37.1,37.1,37.1,37.1,37.1,37.1,37.1,36.4,36.4,36.4,36.4,36.4,36.4,36.4,36.4,36.4,36.4,36.4,36.4,36.4,36.4,36.4,36.4,36.4,36.4,36.4,36.4,100.2,100.2,100.2,100.2,100.2,100.2,100.2,100.2,100.2,100.2,100.2,100.2,100.2,100.2,100.2,100.2,100.2,100.2,100.2,100.2,100.2,100.2,100.2,100.2,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,118,130.9,130.9,130.9,130.9,130.9,130.9,130.9,130.9,130.9,130.9,130.9,130.9,130.9,130.9,130.9,#N/A,147.8,147.8,147.8,147.8,147.8,147.8,147.8,147.8,147.8,147.8,147.8,147.8,147.8,147.8,147.8,147.8,168.7,168.7,168.7,168.7,168.7,168.7,168.7,168.7,168.7,168.7,168.7,168.7,168.7,168.7,168.7,168.7,168.7,168.7,168.7,168.7,168.7,168.7,217.9,217.9,217.9,217.9,217.9,217.9,217.9,217.9,217.9,217.9,217.9,217.9,217.9,217.9,217.9,217.9,228.7,228.7,228.7,228.7,228.7,228.7,228.7,228.7,228.7,228.7,228.7,228.7,228.7,228.7,228.7,228.7,228.7,228.7,228.7,228.7,232,232,232,232,232,232,232,232,232,232,232,232,232,232,232
1962:Q2,23.8,23.8,23.8,23.8,23.8,23.8,23.8,23.8,23.8,23.8,23.8,23.8,23.8,23.8,23.8,23.8,23.8,23.8,23.8,23.8,23.8,23.8,23.8,23.8,23.8,23.8,23.8,23.8,23.8,23.8,23.8,23.8,23.8,23.8,23.8,23.8,23.8,23.8,23.8,23.8,23.8,38.6,38.6,38.6,38.6,38.6,38.6,38.6,38.6,38.6,38.6,38.6,38.6,38.6,38.6,38.6,38.6,38.6,38.6,38.6,38.6,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,103.1,103.1,103.1,103.1,103.1,103.1,103.1,103.1,103.1,103.1,103.1,103.1,103.1,103.1,103.1,103.1,103.1,103.1,103.1,103.1,103.1,103.1,103.1,103.1,121.6,121.6,121.6,121.6,121.6,121.6,121.6,121.6,121.6,121.6,121.6,121.6,121.6,121.6,121.6,121.6,135,135,135,135,135,135,135,135,135,135,135,135,135,135,135,#N/A,152.4,152.4,152.4,152.4,152.4,152.4,152.4,152.4,152.4,152.4,152.4,152.4,152.4,152.4,152.4,152.4,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,235.7,235.7,235.7,235.7,235.7,235.7,235.7,235.7,235.7,235.7,235.7,235.7,235.7,235.7,235.7,235.7,235.7,235.7,235.7,235.7,239.2,239.2,239.2,239.2,239.2,239.2,239.2,239.2,239.2,239.2,239.2,239.2,239.2,239.2,239.2
1962:Q3,24.2,24.2,24.2,24.2,24.2,24.2,24.2,24.2,24.2,24.2,24.2,24.2,24.2,24.2,24.2,24.2,24.2,24.2,24.2,24.2,24.2,24.2,24.2,24.2,24.2,24.2,24.2,24.2,24.2,24.2,24.2,24.2,24.2,24.2,24.2,24.2,24.2,24.2,24.2,24.2,24.2,38.9,38.9,38.9,38.9,38.9,38.9,38.9,38.9,38.9,38.9,38.9,38.9,38.9,38.9,38.9,38.9,38.9,38.9,38.9,38.9,38.3,38.3,38.3,38.3,38.3,38.3,38.3,38.3,38.3,38.3,38.3,38.3,38.3,38.3,38.3,38.3,38.3,38.3,38.3,38.3,102.9,102.9,102.9,102.9,102.9,102.9,102.9,102.9,102.9,102.9,102.9,102.9,102.9,102.9,102.9,102.9,102.9,102.9,102.9,102.9,102.9,102.9,102.9,102.9,121.5,121.5,121.5,121.5,121.5,121.5,121.5,121.5,121.5,121.5,121.5,121.5,121.5,121.5,121.5,121.5,134.9,134.9,134.9,134.9,134.9,134.9,134.9,134.9,134.9,134.9,134.9,134.9,134.9,134.9,134.9,#N/A,152.2,152.3,152.3,152.3,152.3,152.3,152.3,152.3,152.3,152.3,152.3,152.3,152.3,152.3,152.3,152.3,173.8,173.8,173.8,173.8,173.8,173.8,173.8,173.8,173.8,173.8,173.8,173.8,173.8,173.8,173.8,173.8,173.8,173.8,173.8,173.8,173.8,173.8,224.5,224.5,224.5,224.5,224.5,224.5,224.5,224.5,224.5,224.5,224.5,224.5,224.5,224.5,224.5,224.5,235.6,235.6,235.6,235.6,235.6,235.6,235.6,235.6,235.6,235.6,235.6,235.6,235.6,235.6,235.6,235.6,235.6,235.6,235.6,235.6,239,239,239,239,239,239,239,239,239,239,239,239,239,239,239
1962:Q4,23.8,23.8,23.8,23.8,23.8,23.8,23.8,23.8,23.8,23.8,23.8,23.8,23.8,23.8,23.8,23.8,23.8,23.8,23.8,23.8,23.8,23.8,23.8,23.8,23.8,23.8,23.8,23.8,23.8,23.8,23.8,23.8,23.8,23.8,23.8,23.8,23.8,23.8,23.8,23.8,23.8,38.8,38.8,38.8,38.8,38.8,38.8,38.8,38.8,38.8,38.8,38.8,38.8,38.8,38.8,38.8,38.8,38.8,38.8,38.8,38.8,38.2,38.2,38.2,38.2,38.2,38.2,38.2,38.2,38.2,38.2,38.2,38.2,38.2,38.2,38.2,38.2,38.2,38.2,38.2,38.2,102.7,102.7,102.7,102.7,102.7,102.7,102.7,102.7,102.7,102.7,102.7,102.7,102.7,102.7,102.7,102.7,102.7,102.7,102.7,102.7,102.7,102.7,102.7,102.7,121.3,121.3,121.3,121.3,121.3,121.3,121.3,121.3,121.3,121.3,121.3,121.3,121.3,121.3,121.3,121.3,134.7,134.7,134.7,134.7,134.7,134.7,134.7,134.7,134.7,134.7,134.7,134.7,134.7,134.7,134.7,#N/A,152.1,152.1,152.1,152.1,152.1,152.1,152.1,152.1,152.1,152.1,152.1,152.1,152.1,152.1,152.1,152.1,173.6,173.6,173.6,173.6,173.6,173.6,173.6,173.6,173.6,173.6,173.6,173.6,173.6,173.6,173.6,173.6,173.6,173.6,173.6,173.6,173.6,173.6,224.2,224.2,224.2,224.2,224.2,224.2,224.2,224.2,224.2,224.2,224.2,224.2,224.2,224.2,224.2,224.2,235.2,235.2,235.2,235.2,235.2,235.2,235.2,235.2,235.2,235.2,235.2,235.2,235.2,235.2,235.2,235.2,235.2,235.2,235.2,235.2,238.6,238.6,238.6,238.6,238.6,238.6,238.6,238.6,238.6,238.6,238.6,238.6,238.6,238.6,238.6
1963:Q1,24.2,24.2,24.2,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.3,24.3,40.2,40.2,40.2,40.2,40.2,40.2,40.2,40.2,40.2,40.2,40.2,40.2,40.2,40.2,40.2,40.2,40.2,40.2,40.2,40.2,39.5,39.5,39.5,39.5,39.5,39.5,39.5,39.5,39.5,39.5,39.5,39.5,39.5,39.5,39.5,39.5,39.5,39.5,39.5,39.5,106.1,106.1,106.1,106.1,106.1,106.1,106.1,106.1,106.1,106.1,106.1,106.1,106.1,106.1,106.1,106.1,106.1,106.1,106.1,106.1,106.1,106.1,106.1,106.1,125.8,125.8,125.8,125.8,125.8,125.8,125.8,125.8,125.8,125.8,125.8,125.8,125.8,125.8,125.8,125.8,139.6,139.6,139.6,139.6,139.6,139.6,139.6,139.6,139.6,139.6,139.6,139.6,139.6,139.6,139.6,#N/A,157.5,157.6,157.6,157.6,157.6,157.6,157.6,157.6,157.6,157.6,157.6,157.6,157.6,157.6,157.6,157.6,179.9,179.9,179.9,179.9,179.9,179.9,179.9,179.9,179.9,179.9,179.9,179.9,179.9,179.9,179.9,179.9,179.9,179.9,179.9,179.9,179.9,179.9,232.3,232.3,232.3,232.3,232.3,232.3,232.3,232.3,232.3,232.3,232.3,232.3,232.3,232.3,232.3,232.3,243.5,243.5,243.5,243.5,243.5,243.5,243.5,243.5,243.5,243.5,243.5,243.5,243.5,243.5,243.5,243.5,243.5,243.5,243.5,243.5,247,247,247,247,247,247,247,247,247,247,247,247,247,247,247
