DATE,RCONS65Q4,RCONS66Q1,RCONS66Q2,RCONS66Q3,RCONS66Q4,RCONS67Q1,RCONS67Q2,RCONS67Q3,RCONS67Q4,RCONS68Q1,RCONS68Q2,RCONS68Q3,RCONS68Q4,RCONS69Q1,RCONS69Q2,RCONS69Q3,RCONS69Q4,RCONS70Q1,RCONS70Q2,RCONS70Q3,RCONS70Q4,RCONS71Q1,RCONS71Q2,RCONS71Q3,RCONS71Q4,RCONS72Q1,RCONS72Q2,RCONS72Q3,RCONS72Q4,RCONS73Q1,RCONS73Q2,RCONS73Q3,RCONS73Q4,RCONS74Q1,RCONS74Q2,RCONS74Q3,RCONS74Q4,RCONS75Q1,RCONS75Q2,RCONS75Q3,RCONS75Q4,RCONS76Q1,RCONS76Q2,RCONS76Q3,RCONS76Q4,RCONS77Q1,RCONS77Q2,RCONS77Q3,RCONS77Q4,RCONS78Q1,RCONS78Q2,RCONS78Q3,RCONS78Q4,RCONS79Q1,RCONS79Q2,RCONS79Q3,RCONS79Q4,RCONS80Q1,RCONS80Q2,RCONS80Q3,RCONS80Q4,RCONS81Q1,RCONS81Q2,RCONS81Q3,RCONS81Q4,RCONS82Q1,RCONS82Q2,RCONS82Q3,RCONS82Q4,RCONS83Q1,RCONS83Q2,RCONS83Q3,RCONS83Q4,RCONS84Q1,RCONS84Q2,RCONS84Q3,RCONS84Q4,RCONS85Q1,RCONS85Q2,RCONS85Q3,RCONS85Q4,RCONS86Q1,RCONS86Q2,RCONS86Q3,RCONS86Q4,RCONS87Q1,RCONS87Q2,RCONS87Q3,RCONS87Q4,RCONS88Q1,RCONS88Q2,RCONS88Q3,RCONS88Q4,RCONS89Q1,RCONS89Q2,RCONS89Q3,RCONS89Q4,RCONS90Q1,RCONS90Q2,RCONS90Q3,RCONS90Q4,RCONS91Q1,RCONS91Q2,RCONS91Q3,RCONS91Q4,RCONS92Q1,RCONS92Q2,RCONS92Q3,RCONS92Q4,RCONS93Q1,RCONS93Q2,RCONS93Q3,RCONS93Q4,RCONS94Q1,RCONS94Q2,RCONS94Q3,RCONS94Q4,RCONS95Q1,RCONS95Q2,RCONS95Q3,RCONS95Q4,RCONS96Q1,RCONS96Q2,RCONS96Q3,RCONS96Q4,RCONS97Q1,RCONS97Q2,RCONS97Q3,RCONS97Q4,RCONS98Q1,RCONS98Q2,RCONS98Q3,RCONS98Q4,RCONS99Q1,RCONS99Q2,RCONS99Q3,RCONS99Q4,RCONS00Q1,RCONS00Q2,RCONS00Q3,RCONS00Q4,RCONS01Q1,RCONS01Q2,RCONS01Q3,RCONS01Q4,RCONS02Q1,RCONS02Q2,RCONS02Q3,RCONS02Q4,RCONS03Q1,RCONS03Q2,RCONS03Q3,RCONS03Q4,RCONS04Q1,RCONS04Q2,RCONS04Q3,RCONS04Q4,RCONS05Q1,RCONS05Q2,RCONS05Q3,RCONS05Q4,RCONS06Q1,RCONS06Q2,RCONS06Q3,RCONS06Q4,RCONS07Q1,RCONS07Q2,RCONS07Q3,RCONS07Q4,RCONS08Q1,RCONS08Q2,RCONS08Q3,RCONS08Q4,RCONS09Q1,RCONS09Q2,RCONS09Q3,RCONS09Q4,RCONS10Q1,RCONS10Q2,RCONS10Q3,RCONS10Q4,RCONS11Q1,RCONS11Q2,RCONS11Q3,RCONS11Q4,RCONS12Q1,RCONS12Q2,RCONS12Q3,RCONS12Q4,RCONS13Q1,RCONS13Q2,RCONS13Q3,RCONS13Q4,RCONS14Q1,RCONS14Q2,RCONS14Q3,RCONS14Q4,RCONS15Q1,RCONS15Q2,RCONS15Q3,RCONS15Q4,RCONS16Q1,RCONS16Q2,RCONS16Q3,RCONS16Q4,RCONS17Q1,RCONS17Q2,RCONS17Q3,RCONS17Q4,RCONS18Q1,RCONS18Q2,RCONS18Q3,RCONS18Q4,RCONS19Q1,RCONS19Q2,RCONS19Q3,RCONS19Q4,RCONS20Q1,RCONS20Q2,RCONS20Q3,RCONS20Q4,RCONS21Q1,RCONS21Q2,RCONS21Q3,RCONS21Q4,RCONS22Q1
1984:Q4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,496.6,497.5,497.5,497.5,1105.8,1105.8,1114.4,1114.4,1114.4,1114.4,1116.8,1116.8,1116.8,1116.8,1116.8,1116.8,1116.8,1116.8,1116.8,1116.8,1116.8,1116.8,1116.8,1116.8,1116.8,1116.8,1116.8,1116.8,1494.2,1494.2,1494.2,1494.2,1494.2,1494.2,1494.2,1494.2,1494.2,1494.2,1494.2,1494.2,1494.2,1494.2,1494.2,1494.2,1915.5,1915.5,1915.5,1915.5,1915.5,1915.5,1915.5,1915.5,1915.5,1915.5,1915.5,1915.5,1915.5,1915.5,1915.5,#N/A,2110.6,2134.4,2134.4,2134.4,2134.4,2134.4,2134.4,2134.4,2134.4,2134.4,2134.4,2134.4,2134.4,2134.4,2134.4,2134.4,2322.9,2322.9,2322.9,2322.9,2322.9,2322.9,2322.9,2322.9,2322.9,2322.9,2322.9,2322.9,2322.9,2322.9,2322.9,2322.9,2322.9,2322.9,2322.9,2322.9,2322.9,2322.5,2992.5,2992.5,2992.5,2992.5,2992.5,2992.5,2992.5,2992.5,3000.3,3000.3,3000.3,3000.3,3000.3,3000.3,3000.3,3000.3,3220.4,3220.4,3220.4,3220.4,3220.3,3220.3,3220.3,3220.3,3220.3,3220.3,3220.3,3220.3,3220.3,3220.3,3220.3,3220.3,3220.3,3220.3,3220.3,3220.3,3417.1,3417.1,3417.1,3417.1,3417.1,3417.1,3417.1,3417.1,3417.1,3417.1,3417.1,3417.1,3417.1,3417.1,3417.1
1985:Q1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,502.9,503.5,503.5,1113.7,1113.7,1125.8,1125.8,1125.8,1125.8,1130.5,1130.5,1130.5,1130.5,1136.2,1136.2,1136.2,1136.2,1136.2,1136.2,1136.2,1136.2,1136.2,1136.2,1136.2,1136.2,1136.2,1136.2,1515.5,1515.5,1515.5,1515.5,1515.5,1515.5,1515.5,1515.5,1515.5,1515.5,1515.5,1515.5,1515.5,1515.5,1515.5,1515.5,1945.2,1945.2,1945.2,1945.2,1945.2,1945.2,1945.2,1945.2,1945.2,1945.2,1945.2,1945.2,1945.2,1945.2,1945.2,#N/A,2145.4,2169.2,2169.2,2169.2,2169.2,2169.2,2169.2,2169.2,2169.2,2169.2,2169.2,2169.2,2169.2,2169.2,2169.2,2169.2,2368,2368,2368,2368,2368,2368,2368,2368,2368,2368,2368,2368,2368,2368,2368,2368,2368,2368,2368,2368,2368,2367.6,3046.7,3046.7,3046.7,3046.7,3046.7,3046.7,3046.7,3046.7,3054.6,3054.6,3054.6,3054.6,3054.6,3054.6,3054.6,3054.6,3278.8,3278.8,3278.8,3278.8,3278.8,3278.8,3278.8,3278.8,3278.8,3278.8,3278.8,3278.8,3278.8,3278.8,3278.8,3278.8,3278.8,3278.8,3278.8,3278.8,3479,3479,3479,3479,3479,3479,3479,3479,3479,3479,3479,3479,3479,3479,3479
1985:Q2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,508.1,508.7,1116.5,1116.5,1131.8,1131.8,1131.8,1131.8,1142.8,1142.8,1142.8,1142.8,1144.1,1144.1,1144.1,1144.1,1144.1,1144.1,1144.1,1144.1,1144.1,1144.1,1144.1,1144.1,1144.1,1144.1,1529.8,1529.8,1529.8,1529.8,1529.8,1529.8,1529.8,1529.8,1529.8,1529.8,1529.8,1529.8,1529.8,1529.8,1529.8,1529.8,1962.8,1962.8,1962.8,1962.8,1962.8,1962.8,1962.8,1962.8,1962.8,1962.8,1962.8,1962.8,1962.8,1962.8,1962.8,#N/A,2166.4,2190.2,2190.2,2190.2,2190.2,2190.2,2190.2,2190.2,2190.2,2190.2,2190.2,2190.2,2190.2,2190.2,2190.2,2190.2,2389.8,2389.8,2389.8,2389.8,2389.8,2389.8,2389.8,2389.8,2389.8,2389.8,2389.8,2389.8,2389.8,2389.8,2389.8,2389.8,2389.8,2389.8,2389.8,2389.8,2389.8,2389.4,3074.4,3074.4,3074.4,3074.4,3074.4,3074.4,3074.4,3074.4,3082.3,3082.3,3082.3,3082.3,3082.3,3082.3,3082.3,3082.3,3310.2,3310.2,3310.2,3310.2,3310.1,3310.1,3310.1,3310.1,3310.1,3310.1,3310.1,3310.1,3310.1,3310.1,3310.1,3310.1,3310.1,3310.1,3310.1,3310.1,3511,3511,3511,3511,3511,3511,3511,3511,3511,3511,3511,3511,3511,3511,3511
1985:Q3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,512.1,1120.4,1120.4,1140.8,1140.8,1140.8,1140.8,1155.7,1155.7,1155.7,1155.7,1156.8,1156.8,1156.8,1156.8,1156.8,1156.8,1156.8,1156.8,1156.8,1156.8,1156.8,1156.8,1156.8,1156.8,1545.6,1545.6,1545.6,1545.6,1545.6,1545.6,1545.6,1545.6,1545.6,1545.6,1545.6,1545.6,1545.6,1545.6,1545.6,1545.6,1989.3,1989.3,1989.3,1989.3,1989.3,1989.3,1989.3,1989.3,1989.3,1989.3,1989.3,1989.3,1989.3,1989.3,1989.3,#N/A,2198.4,2222.2,2222.2,2222.2,2222.2,2222.2,2222.2,2222.2,2222.2,2222.2,2222.2,2222.2,2222.2,2222.2,2222.2,2222.2,2427.2,2427.2,2427.2,2427.2,2427.2,2427.2,2427.2,2427.2,2427.2,2427.2,2427.2,2427.2,2427.2,2427.2,2427.2,2427.2,2427.2,2427.2,2427.2,2427.2,2427.2,2426.9,3115.8,3115.8,3115.8,3115.8,3115.8,3115.8,3115.8,3115.8,3123.7,3123.7,3123.7,3123.7,3123.7,3123.7,3123.7,3123.7,3356,3356,3356,3356,3355.9,3355.9,3355.9,3355.9,3355.9,3355.9,3355.9,3355.9,3355.9,3355.9,3355.9,3355.9,3355.9,3355.9,3355.9,3355.9,3558.2,3558.2,3558.2,3558.2,3558.2,3558.2,3558.2,3558.2,3558.2,3558.2,3558.2,3558.2,3558.2,3558.2,3558.2
1985:Q4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1131.3,1132.6,1157.5,1157.5,1157.5,1157.5,1172.5,1172.5,1172.5,1172.5,1172.2,1172.2,1172.2,1172.2,1172.2,1172.2,1172.2,1172.2,1172.2,1172.2,1172.2,1172.2,1172.2,1172.2,1557.1,1557.1,1557.1,1557.1,1557.1,1557.1,1557.1,1557.1,1557.1,1557.1,1557.1,1557.1,1557.1,1557.1,1557.1,1557.1,2011.8,2011.8,2011.8,2011.8,2011.8,2011.8,2011.8,2011.8,2011.8,2011.8,2011.8,2011.8,2011.8,2011.8,2011.8,#N/A,2224,2247.8,2247.8,2247.8,2247.8,2247.8,2247.8,2247.8,2247.8,2247.8,2247.8,2247.8,2247.8,2247.8,2247.8,2247.8,2449,2449,2449,2449,2449,2449,2449,2449,2449,2449,2449,2449,2449,2449,2449,2449,2449,2449,2449,2449,2449,2448.7,3140.8,3140.8,3140.8,3140.8,3140.8,3140.8,3140.8,3140.8,3148.9,3148.9,3148.9,3148.9,3148.9,3148.9,3148.9,3148.9,3385,3385,3385,3385,3385,3385,3385,3385,3385,3385,3385,3385,3385,3385,3385,3385,3385,3385,3385,3385,3586.7,3586.7,3586.7,3586.7,3586.7,3586.7,3586.7,3586.7,3586.7,3586.7,3586.7,3586.7,3586.7,3586.7,3586.7
1986:Q1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1142.2,1166.6,1166.6,1166.6,1166.6,1181.2,1181.2,1181.2,1181.2,1181.4,1181.4,1181.4,1181.4,1177.1,1177.1,1177.1,1177.1,1177.1,1177.1,1177.1,1177.1,1177.1,1177.1,1562.8,1562.8,1562.8,1562.8,1562.8,1562.8,1562.8,1562.8,1562.8,1562.8,1562.8,1562.8,1562.8,1562.8,1562.8,1562.8,2020.1,2020.1,2020.1,2020.1,2020.1,2020.1,2020.1,2020.1,2020.1,2020.1,2020.1,2020.1,2020.1,2020.1,2020.1,#N/A,2231,2255.1,2255.1,2255.1,2255.1,2255.1,2255.1,2255.1,2255.1,2255.1,2255.1,2255.1,2255.1,2255.1,2255.1,2255.1,2454.6,2454.6,2454.6,2454.6,2454.6,2454.6,2454.6,2454.6,2454.6,2454.6,2454.6,2454.6,2454.6,2454.6,2454.6,2454.6,2454.6,2454.6,2454.6,2454.6,2454.6,2454.3,3151.7,3151.7,3151.7,3151.7,3151.7,3151.7,3151.7,3151.7,3159.8,3159.8,3159.8,3159.8,3159.8,3159.8,3159.8,3159.8,3397.7,3397.7,3397.7,3397.7,3397.6,3397.6,3397.6,3397.6,3397.6,3397.6,3397.6,3397.6,3397.6,3397.6,3397.6,3397.6,3397.6,3397.6,3397.6,3397.6,3601.5,3601.5,3601.5,3601.5,3601.5,3601.5,3601.5,3601.5,3601.5,3601.5,3601.5,3601.5,3601.5,3601.5,3601.5
1986:Q2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1173.9,1174,1174,1174,1184.7,1184.7,1184.7,1184.7,1185.8,1185.8,1185.8,1185.8,1178,1178,1178,1178,1178,1178,1178,1178,1178,1178,1567.5,1567.5,1567.5,1567.5,1567.5,1567.5,1567.5,1567.5,1567.5,1567.5,1567.5,1567.5,1567.5,1567.5,1567.5,1567.5,2030.5,2030.5,2030.5,2030.5,2030.5,2030.5,2030.5,2030.5,2030.5,2030.5,2030.5,2030.5,2030.5,2030.5,2030.5,#N/A,2243.5,2267.3,2267.3,2267.3,2267.3,2267.3,2267.3,2267.3,2267.3,2267.3,2267.3,2267.3,2267.3,2267.3,2267.3,2267.3,2465.1,2465.1,2465.1,2465.1,2465.1,2465.1,2465.1,2465.1,2465.1,2465.1,2465.1,2465.1,2465.1,2465.1,2465.1,2465.1,2465.1,2465.1,2465.1,2465.1,2465.1,2464.8,3169.5,3169.5,3169.5,3169.5,3169.5,3169.5,3169.5,3169.5,3177.6,3177.6,3177.6,3177.6,3177.6,3177.6,3177.6,3177.6,3419.9,3419.9,3419.9,3419.9,3419.9,3419.9,3419.9,3419.9,3419.9,3419.9,3419.9,3419.9,3419.9,3419.9,3419.9,3419.9,3419.9,3419.9,3419.9,3419.9,3623.2,3623.2,3623.2,3623.2,3623.2,3623.2,3623.2,3623.2,3623.2,3623.2,3623.2,3623.2,3623.2,3623.2,3623.2
1986:Q3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1184,1181,1181,1192.2,1192.2,1192.2,1192.2,1192,1192,1192,1192,1183.4,1183.4,1183.4,1183.4,1183.4,1183.4,1183.4,1183.4,1183.4,1183.4,1578.3,1578.3,1578.3,1578.3,1578.3,1578.3,1578.3,1578.3,1578.3,1578.3,1578.3,1578.3,1578.3,1578.3,1578.3,1578.3,2047,2047,2047,2047,2047,2047,2047,2047,2047,2047,2047,2047,2047,2047,2047,#N/A,2265.1,2288.3,2288.3,2288.3,2288.3,2288.3,2288.3,2288.3,2288.3,2288.3,2288.3,2288.3,2288.3,2288.3,2288.3,2288.3,2486.2,2486.2,2486.2,2486.2,2486.2,2486.2,2486.2,2486.2,2486.2,2486.2,2486.2,2486.2,2486.2,2486.2,2486.2,2486.2,2486.2,2486.2,2486.2,2486.2,2486.2,2486,3195.2,3195.2,3195.2,3195.2,3195.2,3195.2,3195.2,3195.2,3203.3,3203.3,3203.3,3203.3,3203.3,3203.3,3203.3,3203.3,3451.2,3451.2,3451.2,3451.2,3451.1,3451.1,3451.1,3451.1,3451.1,3451.1,3451.1,3451.1,3451.1,3451.1,3451.1,3451.1,3451.1,3451.1,3451.1,3451.1,3653.6,3653.6,3653.6,3653.6,3653.6,3653.6,3653.6,3653.6,3653.6,3653.6,3653.6,3653.6,3653.6,3653.6,3653.6
1986:Q4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1187.6,1190.2,1201.1,1201.1,1201.1,1201.1,1203.6,1203.6,1203.6,1203.6,1196.8,1196.8,1196.8,1196.8,1196.8,1196.8,1196.8,1196.8,1196.8,1196.8,1595.8,1595.8,1595.8,1595.8,1595.8,1595.8,1595.8,1595.8,1595.8,1595.8,1595.8,1595.8,1595.8,1595.8,1595.8,1595.8,2067.8,2067.8,2067.8,2067.8,2067.8,2067.8,2067.8,2067.8,2067.8,2067.8,2067.8,2067.8,2067.8,2067.8,2067.8,#N/A,2291.9,2313.9,2313.9,2313.9,2313.9,2313.9,2313.9,2313.9,2313.9,2313.9,2313.9,2313.9,2313.9,2313.9,2313.9,2313.9,2512.1,2512.1,2512.1,2512.1,2512.1,2512.1,2512.1,2512.1,2512.1,2512.1,2512.1,2512.1,2512.1,2512.1,2512.1,2512.1,2512.1,2512.1,2512.1,2512.1,2512.1,2511.9,3229.9,3229.9,3229.9,3229.9,3229.9,3229.9,3229.9,3229.9,3237.8,3237.8,3237.8,3237.8,3237.8,3237.8,3237.8,3237.8,3490.6,3490.6,3490.6,3490.6,3490.5,3490.5,3490.5,3490.5,3490.5,3490.5,3490.5,3490.5,3490.5,3490.5,3490.5,3490.5,3490.5,3490.5,3490.5,3490.5,3693.7,3693.7,3693.7,3693.7,3693.7,3693.7,3693.7,3693.7,3693.7,3693.7,3693.7,3693.7,3693.7,3693.7,3693.7
1987:Q1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1202.9,1216.9,1216.9,1216.9,1216.9,1222,1222,1222,1222,1214.5,1214.5,1214.5,1214.5,1214.5,1214.5,1214.5,1214.5,1214.5,1214.5,1616.5,1616.5,1616.5,1616.5,1616.5,1616.5,1616.5,1616.5,1616.5,1616.5,1616.5,1616.5,1616.5,1616.5,1616.5,1616.5,2097,2097,2097,2097,2097,2097,2097,2097,2097,2097,2097,2097,2097,2097,2097,2327.1,2327.1,2346.8,2346.8,2346.8,2346.8,2346.8,2346.8,2346.8,2346.8,2346.8,2346.8,2346.8,2346.8,2346.8,2346.8,2346.8,2551,2551,2551,2551,2551,2551,2551,2551,2551,2551,2551,2551,2551,2551,2551,2551,2551,2551,2551,2551,2551,2550.7,3275.2,3275.2,3275.2,3275.2,3275.2,3275.2,3275.2,3275.2,3276,3276,3276,3276,3276,3276,3276,3276,3541.8,3541.8,3541.8,3541.8,3541.7,3541.7,3541.7,3541.7,3541.7,3541.7,3541.7,3541.7,3541.7,3541.7,3541.7,3541.7,3541.7,3541.7,3541.7,3541.7,3753.7,3753.7,3753.7,3753.7,3753.7,3753.7,3753.7,3753.7,3753.7,3753.7,3753.7,3753.7,3753.7,3753.7,3753.7
