DATE,RCONS65Q4,RCONS66Q1,RCONS66Q2,RCONS66Q3,RCONS66Q4,RCONS67Q1,RCONS67Q2,RCONS67Q3,RCONS67Q4,RCONS68Q1,RCONS68Q2,RCONS68Q3,RCONS68Q4,RCONS69Q1,RCONS69Q2,RCONS69Q3,RCONS69Q4,RCONS70Q1,RCONS70Q2,RCONS70Q3,RCONS70Q4,RCONS71Q1,RCONS71Q2,RCONS71Q3,RCONS71Q4,RCONS72Q1,RCONS72Q2,RCONS72Q3,RCONS72Q4,RCONS73Q1,RCONS73Q2,RCONS73Q3,RCONS73Q4,RCONS74Q1,RCONS74Q2,RCONS74Q3,RCONS74Q4,RCONS75Q1,RCONS75Q2,RCONS75Q3,RCONS75Q4,RCONS76Q1,RCONS76Q2,RCONS76Q3,RCONS76Q4,RCONS77Q1,RCONS77Q2,RCONS77Q3,RCONS77Q4,RCONS78Q1,RCONS78Q2,RCONS78Q3,RCONS78Q4,RCONS79Q1,RCONS79Q2,RCONS79Q3,RCONS79Q4,RCONS80Q1,RCONS80Q2,RCONS80Q3,RCONS80Q4,RCONS81Q1,RCONS81Q2,RCONS81Q3,RCONS81Q4,RCONS82Q1,RCONS82Q2,RCONS82Q3,RCONS82Q4,RCONS83Q1,RCONS83Q2,RCONS83Q3,RCONS83Q4,RCONS84Q1,RCONS84Q2,RCONS84Q3,RCONS84Q4,RCONS85Q1,RCONS85Q2,RCONS85Q3,RCONS85Q4,RCONS86Q1,RCONS86Q2,RCONS86Q3,RCONS86Q4,RCONS87Q1,RCONS87Q2,RCONS87Q3,RCONS87Q4,RCONS88Q1,RCONS88Q2,RCONS88Q3,RCONS88Q4,RCONS89Q1,RCONS89Q2,RCONS89Q3,RCONS89Q4,RCONS90Q1,RCONS90Q2,RCONS90Q3,RCONS90Q4,RCONS91Q1,RCONS91Q2,RCONS91Q3,RCONS91Q4,RCONS92Q1,RCONS92Q2,RCONS92Q3,RCONS92Q4,RCONS93Q1,RCONS93Q2,RCONS93Q3,RCONS93Q4,RCONS94Q1,RCONS94Q2,RCONS94Q3,RCONS94Q4,RCONS95Q1,RCONS95Q2,RCONS95Q3,RCONS95Q4,RCONS96Q1,RCONS96Q2,RCONS96Q3,RCONS96Q4,RCONS97Q1,RCONS97Q2,RCONS97Q3,RCONS97Q4,RCONS98Q1,RCONS98Q2,RCONS98Q3,RCONS98Q4,RCONS99Q1,RCONS99Q2,RCONS99Q3,RCONS99Q4,RCONS00Q1,RCONS00Q2,RCONS00Q3,RCONS00Q4,RCONS01Q1,RCONS01Q2,RCONS01Q3,RCONS01Q4,RCONS02Q1,RCONS02Q2,RCONS02Q3,RCONS02Q4,RCONS03Q1,RCONS03Q2,RCONS03Q3,RCONS03Q4,RCONS04Q1,RCONS04Q2,RCONS04Q3,RCONS04Q4,RCONS05Q1,RCONS05Q2,RCONS05Q3,RCONS05Q4,RCONS06Q1,RCONS06Q2,RCONS06Q3,RCONS06Q4,RCONS07Q1,RCONS07Q2,RCONS07Q3,RCONS07Q4,RCONS08Q1,RCONS08Q2,RCONS08Q3,RCONS08Q4,RCONS09Q1,RCONS09Q2,RCONS09Q3,RCONS09Q4,RCONS10Q1,RCONS10Q2,RCONS10Q3,RCONS10Q4,RCONS11Q1,RCONS11Q2,RCONS11Q3,RCONS11Q4,RCONS12Q1,RCONS12Q2,RCONS12Q3,RCONS12Q4,RCONS13Q1,RCONS13Q2,RCONS13Q3,RCONS13Q4,RCONS14Q1,RCONS14Q2,RCONS14Q3,RCONS14Q4,RCONS15Q1,RCONS15Q2,RCONS15Q3,RCONS15Q4,RCONS16Q1,RCONS16Q2,RCONS16Q3,RCONS16Q4,RCONS17Q1,RCONS17Q2,RCONS17Q3,RCONS17Q4,RCONS18Q1,RCONS18Q2,RCONS18Q3,RCONS18Q4,RCONS19Q1,RCONS19Q2,RCONS19Q3,RCONS19Q4,RCONS20Q1,RCONS20Q2,RCONS20Q3,RCONS20Q4,RCONS21Q1,RCONS21Q2,RCONS21Q3,RCONS21Q4,RCONS22Q1
2006:Q3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4566.9,4566.6,4566.6,4554,4554,4554,4554,4537.6,4537.6,4537.6,4537.6,5914.3,5914.3,5914.3,5914.3,5914.3,5914.3,5914.3,5914.3,5889.5,5889.5,5889.5,5889.5,5889.5,5889.5,5889.5,5889.5,6536.5,6536.5,6536.5,6536.5,6541.2,6541.2,6541.2,6541.2,6541.2,6541.2,6541.2,6541.2,6541.2,6541.2,6541.2,6541.2,6541.2,6541.2,6541.2,6541.2,6886.7,6886.7,6886.7,6886.7,6886.7,6886.7,6886.7,6886.7,6886.7,6886.7,6886.7,6886.7,6890.7,6890.7,6890.7
2006:Q4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4599.4,4605.2,4595.5,4595.5,4595.5,4595.5,4581.5,4581.5,4581.5,4581.5,5959.4,5959.4,5959.4,5959.4,5959.4,5959.4,5959.4,5959.4,5931.9,5931.9,5931.9,5931.9,5931.9,5931.9,5931.9,5931.9,6580.2,6580.2,6580.2,6580.2,6589.5,6589.5,6589.5,6589.5,6589.5,6589.5,6589.5,6589.5,6589.5,6589.5,6589.5,6589.5,6589.5,6589.5,6589.5,6589.5,6937.4,6937.4,6937.4,6937.4,6937.4,6937.4,6937.4,6937.4,6937.4,6937.4,6937.4,6937.4,6940,6940,6940
2007:Q1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4646.8,4630.7,4630.7,4630.7,4630.7,4616.1,4616.1,4616.1,4616.1,6011.7,6011.7,6011.7,6011.7,5994.4,5994.4,5994.4,5994.4,5962,5962,5962,5962,5962,5962,5962,5962,6620.3,6620.3,6620.3,6620.3,6623.8,6623.8,6623.8,6623.8,6623.8,6623.8,6623.8,6623.8,6623.8,6623.8,6623.8,6623.8,6623.8,6623.8,6623.8,6623.8,6971,6971,6971,6971,6971,6971,6971,6971,6971,6971,6971,6971,6979.7,6979.7,6979.7
2007:Q2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4655.9,4656.7,4656.7,4656.7,4632.7,4632.7,4632.7,4632.7,6036.2,6036.2,6036.2,6036.2,6018.3,6018.3,6018.3,6018.3,5982,5982,5982,5982,5982,5982,5982,5982,6640.7,6640.7,6640.7,6640.7,6644.9,6644.9,6644.9,6644.9,6644.9,6644.9,6644.9,6644.9,6644.9,6644.9,6644.9,6644.9,6644.9,6644.9,6644.9,6644.9,6982.1,6982.1,6982.1,6982.1,6982.1,6982.1,6982.1,6982.1,6982.1,6982.1,6982.1,6982.1,6999,6999,6999
2007:Q3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4689.6,4689.5,4689.5,4659.8,4659.8,4659.8,4659.8,6055.5,6055.5,6055.5,6055.5,6038.7,6038.7,6038.7,6038.7,5998.8,5998.8,5998.8,5998.8,5998.8,5998.8,5998.8,5998.8,6664.3,6664.3,6664.3,6664.3,6673.4,6673.4,6673.4,6673.4,6673.4,6673.4,6673.4,6673.4,6673.4,6673.4,6673.4,6673.4,6673.4,6673.4,6673.4,6673.4,7019,7019,7019,7019,7019,7019,7019,7019,7019,7019,7019,7019,7047.2,7047.2,7047.2
2007:Q4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4708.2,4722.4,4676.1,4676.1,4676.1,4676.1,6059.7,6059.7,6059.7,6059.7,6061.7,6061.7,6061.7,6061.7,6017.8,6017.8,6017.8,6017.8,6017.8,6017.8,6017.8,6017.8,6676.3,6676.3,6676.3,6676.3,6683.6,6683.6,6683.6,6683.6,6683.6,6683.6,6683.6,6683.6,6683.6,6683.6,6683.6,6683.6,6683.6,6683.6,6683.6,6683.6,7042.3,7042.3,7042.3,7042.3,7042.3,7042.3,7042.3,7042.3,7042.3,7042.3,7042.3,7042.3,7082.3,7082.3,7082.3
2008:Q1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4762.2,4704.3,4704.3,4704.3,4704.3,6087.1,6087.1,6087.1,6087.1,6090.6,6090.6,6090.6,6090.6,6039.7,6039.7,6039.7,6039.7,6039.7,6039.7,6039.7,6039.7,6703.6,6703.6,6703.6,6703.6,6710.5,6710.5,6710.5,6710.5,6710.5,6710.5,6710.5,6710.5,6710.5,6710.5,6710.5,6710.5,6710.5,6710.5,6710.5,6710.5,7075.2,7075.2,7075.2,7075.2,7075.2,7075.2,7075.2,7075.2,7075.2,7075.2,7075.2,7075.2,7128.8,7128.8,7128.8
2008:Q2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4717.4,4712.1,4712.1,4712.1,6092.5,6092.5,6092.5,6092.5,6090.2,6090.2,6090.2,6090.2,6032.9,6032.9,6032.9,6032.9,6032.9,6032.9,6032.9,6032.9,6710.6,6710.6,6710.6,6710.6,6715.5,6715.5,6715.5,6715.5,6715.5,6715.5,6715.5,6715.5,6715.5,6715.5,6715.5,6715.5,6715.5,6715.5,6715.5,6715.5,7098.1,7098.1,7098.1,7098.1,7098.1,7098.1,7098.1,7098.1,7098.1,7098.1,7098.1,7098.1,7164,7164,7164
2008:Q3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4719.2,4711.3,4711.3,6072.4,6072.4,6072.4,6072.4,6070,6070,6070,6070,6006.5,6006.5,6006.5,6006.5,6006.5,6006.5,6006.5,6006.5,6696.6,6696.6,6696.6,6696.6,6708.1,6708.1,6708.1,6708.1,6708.1,6708.1,6708.1,6708.1,6708.1,6708.1,6708.1,6708.1,6708.1,6708.1,6708.1,6708.1,7094.7,7094.7,7094.7,7094.7,7094.7,7094.7,7094.7,7094.7,7094.7,7094.7,7094.7,7094.7,7157.6,7157.6,7157.6
2008:Q4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4731.6,4729.4,6080.4,6080.4,6080.4,6080.4,6078.5,6078.5,6078.5,6078.5,5988.8,5988.8,5988.8,5988.8,5988.8,5988.8,5988.8,5988.8,6691.7,6691.7,6691.7,6691.7,6700.3,6700.3,6700.3,6700.3,6700.3,6700.3,6700.3,6700.3,6700.3,6700.3,6700.3,6700.3,6700.3,6700.3,6700.3,6700.3,7103.8,7103.8,7103.8,7103.8,7103.8,7103.8,7103.8,7103.8,7103.8,7103.8,7103.8,7103.8,7169.3,7169.3,7169.3
