DATE,RATESAV65Q4,RATESAV66Q1,RATESAV66Q2,RATESAV66Q3,RATESAV66Q4,RATESAV67Q1,RATESAV67Q2,RATESAV67Q3,RATESAV67Q4,RATESAV68Q1,RATESAV68Q2,RATESAV68Q3,RATESAV68Q4,RATESAV69Q1,RATESAV69Q2,RATESAV69Q3,RATESAV69Q4,RATESAV70Q1,RATESAV70Q2,RATESAV70Q3,RATESAV70Q4,RATESAV71Q1,RATESAV71Q2,RATESAV71Q3,RATESAV71Q4,RATESAV72Q1,RATESAV72Q2,RATESAV72Q3,RATESAV72Q4,RATESAV73Q1,RATESAV73Q2,RATESAV73Q3,RATESAV73Q4,RATESAV74Q1,RATESAV74Q2,RATESAV74Q3,RATESAV74Q4,RATESAV75Q1,RATESAV75Q2,RATESAV75Q3,RATESAV75Q4,RATESAV76Q1,RATESAV76Q2,RATESAV76Q3,RATESAV76Q4,RATESAV77Q1,RATESAV77Q2,RATESAV77Q3,RATESAV77Q4,RATESAV78Q1,RATESAV78Q2,RATESAV78Q3,RATESAV78Q4,RATESAV79Q1,RATESAV79Q2,RATESAV79Q3,RATESAV79Q4,RATESAV80Q1,RATESAV80Q2,RATESAV80Q3,RATESAV80Q4,RATESAV81Q1,RATESAV81Q2,RATESAV81Q3,RATESAV81Q4,RATESAV82Q1,RATESAV82Q2,RATESAV82Q3,RATESAV82Q4,RATESAV83Q1,RATESAV83Q2,RATESAV83Q3,RATESAV83Q4,RATESAV84Q1,RATESAV84Q2,RATESAV84Q3,RATESAV84Q4,RATESAV85Q1,RATESAV85Q2,RATESAV85Q3,RATESAV85Q4,RATESAV86Q1,RATESAV86Q2,RATESAV86Q3,RATESAV86Q4,RATESAV87Q1,RATESAV87Q2,RATESAV87Q3,RATESAV87Q4,RATESAV88Q1,RATESAV88Q2,RATESAV88Q3,RATESAV88Q4,RATESAV89Q1,RATESAV89Q2,RATESAV89Q3,RATESAV89Q4,RATESAV90Q1,RATESAV90Q2,RATESAV90Q3,RATESAV90Q4,RATESAV91Q1,RATESAV91Q2,RATESAV91Q3,RATESAV91Q4,RATESAV92Q1,RATESAV92Q2,RATESAV92Q3,RATESAV92Q4,RATESAV93Q1,RATESAV93Q2,RATESAV93Q3,RATESAV93Q4,RATESAV94Q1,RATESAV94Q2,RATESAV94Q3,RATESAV94Q4,RATESAV95Q1,RATESAV95Q2,RATESAV95Q3,RATESAV95Q4,RATESAV96Q1,RATESAV96Q2,RATESAV96Q3,RATESAV96Q4,RATESAV97Q1,RATESAV97Q2,RATESAV97Q3,RATESAV97Q4,RATESAV98Q1,RATESAV98Q2,RATESAV98Q3,RATESAV98Q4,RATESAV99Q1,RATESAV99Q2,RATESAV99Q3,RATESAV99Q4,RATESAV00Q1,RATESAV00Q2,RATESAV00Q3,RATESAV00Q4,RATESAV01Q1,RATESAV01Q2,RATESAV01Q3,RATESAV01Q4,RATESAV02Q1,RATESAV02Q2,RATESAV02Q3,RATESAV02Q4,RATESAV03Q1,RATESAV03Q2,RATESAV03Q3,RATESAV03Q4,RATESAV04Q1,RATESAV04Q2,RATESAV04Q3,RATESAV04Q4,RATESAV05Q1,RATESAV05Q2,RATESAV05Q3,RATESAV05Q4,RATESAV06Q1,RATESAV06Q2,RATESAV06Q3,RATESAV06Q4,RATESAV07Q1,RATESAV07Q2,RATESAV07Q3,RATESAV07Q4,RATESAV08Q1,RATESAV08Q2,RATESAV08Q3,RATESAV08Q4,RATESAV09Q1,RATESAV09Q2,RATESAV09Q3,RATESAV09Q4,RATESAV10Q1,RATESAV10Q2,RATESAV10Q3,RATESAV10Q4,RATESAV11Q1,RATESAV11Q2,RATESAV11Q3,RATESAV11Q4,RATESAV12Q1,RATESAV12Q2,RATESAV12Q3,RATESAV12Q4,RATESAV13Q1,RATESAV13Q2,RATESAV13Q3,RATESAV13Q4,RATESAV14Q1,RATESAV14Q2,RATESAV14Q3,RATESAV14Q4,RATESAV15Q1,RATESAV15Q2,RATESAV15Q3,RATESAV15Q4,RATESAV16Q1,RATESAV16Q2,RATESAV16Q3,RATESAV16Q4,RATESAV17Q1,RATESAV17Q2,RATESAV17Q3,RATESAV17Q4,RATESAV18Q1,RATESAV18Q2,RATESAV18Q3,RATESAV18Q4,RATESAV19Q1,RATESAV19Q2,RATESAV19Q3,RATESAV19Q4,RATESAV20Q1,RATESAV20Q2,RATESAV20Q3,RATESAV20Q4,RATESAV21Q1,RATESAV21Q2,RATESAV21Q3,RATESAV21Q4,RATESAV22Q1
1949:Q3,4.9494,4.9494,4.9494,4.9494,4.9494,4.9494,4.9494,4.9494,4.9494,4.9494,4.9494,4.9494,4.9494,4.9494,4.9494,4.9494,4.9494,4.9494,4.9494,4.9494,4.9494,4.9494,4.9494,4.9494,4.9494,4.9494,4.9494,4.9494,4.9494,4.9494,4.9494,4.9494,4.9494,4.9494,4.9494,4.9494,4.9494,4.9494,4.9494,4.9494,4.9494,3.5389,3.5389,3.5389,3.5389,3.5389,3.5389,3.5389,3.5389,3.5389,3.5389,3.5389,3.5389,3.5389,3.5389,3.5389,3.5389,3.5389,3.5389,3.5389,3.5389,3.8996,3.8996,3.8996,3.8996,3.8996,3.8996,3.8996,3.8996,3.8996,3.8996,3.8996,3.8996,3.8996,3.8996,3.8996,3.8996,3.8996,3.8996,3.8996,3.8996,3.9488,3.9488,3.9488,3.9488,3.9488,3.9488,3.9488,3.9488,3.9488,3.9488,3.9488,3.9488,3.9488,3.9488,3.9488,3.9488,3.9488,3.9488,3.9488,3.9488,3.9488,3.9488,3.9488,3.9488,#N/A,#N/A,#N/A,#N/A,3.678,3.678,3.678,3.678,3.678,3.678,3.678,3.678,3.678,3.678,3.678,3.678,#N/A,#N/A,#N/A,#N/A,#N/A,4.5455,4.5455,4.5455,4.5455,4.5455,4.5455,4.5455,4.5455,4.5455,4.5455,#N/A,#N/A,5.1969,5.1969,5.1969,5.1969,5.1969,5.1969,5.1969,5.1969,5.1969,5.1969,5.1969,5.1969,5.1969,5.1969,5.1969,5.0526,5.0526,5.0526,5.0526,5.0526,5.0526,5.0526,5.0526,5.0526,5.0526,5.0526,5.0526,5.0526,5.0526,5.0526,5.0526,5.0526,5.0526,5.0526,5.0526,5.0526,5.0526,#N/A,4.9526,4.9526,4.9526,4.9526,4.9526,4.9526,4.9526,4.9526,4.9526,4.9526,4.9526,4.9526,4.9526,4.9526,4.9526,7.1539,7.1539,7.1539,7.1539,7.1539,7.1539,7.1539,7.1539,7.1539,7.1539,7.1539,7.1539,7.1539,7.1539,7.1539,7.1539,7.1539,7.1539,7.1539,7.1539,7.1613,7.1613,7.1613,7.1613,7.1613,7.1613,7.1613,7.1613,7.1613,7.1613,7.1613,7.1613,7.1613,7.1613,7.1613
1949:Q4,4.2767,4.2767,4.2767,4.2767,4.2767,4.2767,4.2767,4.2767,4.2767,4.2767,4.2767,4.2767,4.2767,4.2767,4.2767,4.2767,4.2767,4.2767,4.2767,4.2767,4.2767,4.2767,4.2767,4.2767,4.2767,4.2767,4.2767,4.2767,4.2767,4.2767,4.2767,4.2767,4.2767,4.2767,4.2767,4.2767,4.2767,4.2767,4.2767,4.2767,4.2767,2.9255,2.9255,2.9255,2.9255,2.9255,2.9255,2.9255,2.9255,2.9255,2.9255,2.9255,2.9255,2.9255,2.9255,2.9255,2.9255,2.9255,2.9255,2.9255,2.9255,3.3369,3.3369,3.3369,3.3369,3.3369,3.3369,3.3369,3.3369,3.3369,3.3369,3.3369,3.3369,3.3369,3.3369,3.3369,3.3369,3.3369,3.3369,3.3369,3.3369,3.4355,3.4355,3.4355,3.4355,3.4355,3.4355,3.4355,3.4355,3.4355,3.4355,3.4355,3.4355,3.4355,3.4355,3.4355,3.4355,3.4355,3.4355,3.4355,3.4355,3.4355,3.4355,3.4355,3.4355,#N/A,#N/A,#N/A,#N/A,3.1712,3.1712,3.1712,3.1712,3.1712,3.1712,3.1712,3.1712,3.1712,3.1712,3.1712,3.1712,#N/A,#N/A,#N/A,#N/A,#N/A,4.0335,4.0335,4.0335,4.0335,4.0335,4.0335,4.0335,4.0335,4.0335,4.0335,#N/A,#N/A,4.633,4.633,4.633,4.633,4.633,4.633,4.633,4.633,4.633,4.633,4.633,4.633,4.633,4.633,4.633,4.2887,4.2887,4.2887,4.2887,4.2887,4.2887,4.2887,4.2887,4.2887,4.2887,4.2887,4.2887,4.2887,4.2887,4.2887,4.2887,4.2887,4.2887,4.2887,4.2887,4.2887,4.2887,#N/A,4.1885,4.1885,4.1885,4.1885,4.1885,4.1885,4.1885,4.1885,4.1885,4.1885,4.1885,4.1885,4.1885,4.1885,4.1885,6.3012,6.3012,6.3012,6.3012,6.3012,6.3012,6.3012,6.3012,6.3012,6.3012,6.3012,6.3012,6.3012,6.3012,6.3012,6.3012,6.3012,6.3012,6.3012,6.3012,6.3077,6.3077,6.3077,6.3077,6.3077,6.3077,6.3077,6.3077,6.3077,6.3077,6.3077,6.3077,6.3077,6.3077,6.3077
1950:Q1,8.8032,8.8032,8.8032,8.8032,8.8032,8.8032,8.8032,8.8032,8.8032,8.8032,8.8032,8.8032,8.8032,8.8032,8.8032,8.8032,8.8032,8.8032,8.8032,8.8032,8.8032,8.8032,8.8032,8.8032,8.8032,8.8032,8.8032,8.8032,8.8032,8.8032,8.8032,8.8032,8.8032,8.8032,8.8032,8.8032,8.8032,8.8032,8.8032,8.8032,8.8032,7.6693,7.6693,7.6693,7.6693,7.6693,7.6693,7.6693,7.6693,7.6693,7.6693,7.6693,7.6693,7.6693,7.6693,7.6693,7.6693,7.6693,7.6693,7.6693,7.6693,8.1309,8.1309,8.1309,8.1309,8.1309,8.1309,8.1309,8.1309,8.1309,8.1309,8.1309,8.1309,8.1309,8.1309,8.1309,8.1309,8.1309,8.1309,8.1309,8.1309,8.4813,8.4813,8.4813,8.4813,8.4813,8.4813,8.4813,8.4813,8.4813,8.4813,8.4813,8.4813,8.4813,8.4813,8.4813,8.4813,8.4813,8.4813,8.4813,8.4813,8.4813,8.4813,8.4813,8.4813,#N/A,#N/A,#N/A,#N/A,8.1441,8.1441,8.1441,8.1441,8.1441,8.1441,8.1441,8.1441,8.1441,8.1441,8.1441,8.1441,#N/A,#N/A,#N/A,#N/A,#N/A,8.953,8.953,8.953,8.953,8.953,8.953,8.953,8.953,8.953,8.953,#N/A,#N/A,9.4844,9.4844,9.4844,9.4844,9.4844,9.4844,9.4844,9.4844,9.4844,9.4844,9.4844,9.4844,9.4844,9.4844,9.4844,9.4146,9.4146,9.4146,9.4146,9.4146,9.4146,9.4146,9.4146,9.4146,9.4146,9.4146,9.4146,9.4146,9.4146,9.4146,9.4146,9.4146,9.4146,9.4146,9.4146,9.4146,9.4146,#N/A,9.3216,9.3216,9.3216,9.3216,9.3216,9.3216,9.3216,9.3216,9.3216,9.3216,9.3216,9.3216,9.3216,9.3216,9.3216,11.5293,11.5293,11.5293,11.5293,11.5293,11.5293,11.5293,11.5293,11.5293,11.5293,11.5293,11.5293,11.5293,11.5293,11.5293,11.5293,11.5293,11.5293,11.5293,11.5293,11.5403,11.5403,11.5403,11.5403,11.5403,11.5403,11.5403,11.5403,11.5403,11.5403,11.5403,11.5403,11.5403,11.5403,11.5403
1950:Q2,6.402,6.402,6.402,6.402,6.402,6.402,6.402,6.402,6.402,6.402,6.402,6.402,6.402,6.402,6.402,6.402,6.402,6.402,6.402,6.402,6.402,6.402,6.402,6.402,6.402,6.402,6.402,6.402,6.402,6.402,6.402,6.402,6.402,6.402,6.402,6.402,6.402,6.402,6.402,6.402,6.402,5.3946,5.3946,5.3946,5.3946,5.3946,5.3946,5.3946,5.3946,5.3946,5.3946,5.3946,5.3946,5.3946,5.3946,5.3946,5.3946,5.3946,5.3946,5.3946,5.3946,5.8648,5.8648,5.8648,5.8648,5.8648,5.8648,5.8648,5.8648,5.8648,5.8648,5.8648,5.8648,5.8648,5.8648,5.8648,5.8648,5.8648,5.8648,5.8648,5.8648,6.1851,6.1851,6.1851,6.1851,6.1851,6.1851,6.1851,6.1851,6.1851,6.1851,6.1851,6.1851,6.1851,6.1851,6.1851,6.1851,6.1851,6.1851,6.1851,6.1851,6.1851,6.1851,6.1851,6.1851,#N/A,#N/A,#N/A,#N/A,6.0277,6.0277,6.0277,6.0277,6.0277,6.0277,6.0277,6.0277,6.0277,6.0277,6.0277,6.0277,#N/A,#N/A,#N/A,#N/A,#N/A,6.905,6.905,6.905,6.905,6.905,6.905,6.905,6.905,6.905,6.905,#N/A,#N/A,7.4038,7.4038,7.4038,7.4038,7.4038,7.4038,7.4038,7.4038,7.4038,7.4038,7.4038,7.4038,7.4038,7.4038,7.4038,7.373,7.373,7.373,7.373,7.373,7.373,7.373,7.373,7.373,7.373,7.373,7.373,7.373,7.373,7.373,7.373,7.373,7.373,7.373,7.373,7.373,7.373,#N/A,7.3278,7.3278,7.3278,7.3278,7.3278,7.3278,7.3278,7.3278,7.3278,7.3278,7.3278,7.3278,7.3278,7.3278,7.3278,9.8002,9.8002,9.8002,9.8002,9.8002,9.8002,9.8002,9.8002,9.8002,9.8002,9.8002,9.8002,9.8002,9.8002,9.8002,9.8002,9.8002,9.8002,9.8002,9.8002,9.8049,9.8049,9.8049,9.8049,9.8049,9.8049,9.8049,9.8049,9.8049,9.8049,9.8049,9.8049,9.8049,9.8049,9.8049
1950:Q3,3.2057,3.2057,3.2057,3.2057,3.2057,3.2057,3.2057,3.2057,3.2057,3.2057,3.2057,3.2057,3.2057,3.2057,3.2057,3.2057,3.2057,3.2057,3.2057,3.2057,3.2057,3.2057,3.2057,3.2057,3.2057,3.2057,3.2057,3.2057,3.2057,3.2057,3.2057,3.2057,3.2057,3.2057,3.2057,3.2057,3.2057,3.2057,3.2057,3.2057,3.2057,2.0713,2.0713,2.0713,2.0713,2.0713,2.0713,2.0713,2.0713,2.0713,2.0713,2.0713,2.0713,2.0713,2.0713,2.0713,2.0713,2.0713,2.0713,2.0713,2.0713,2.5887,2.5887,2.5887,2.5887,2.5887,2.5887,2.5887,2.5887,2.5887,2.5887,2.5887,2.5887,2.5887,2.5887,2.5887,2.5887,2.5887,2.5887,2.5887,2.5887,2.9117,2.9117,2.9117,2.9117,2.9117,2.9117,2.9117,2.9117,2.9117,2.9117,2.9117,2.9117,2.9117,2.9117,2.9117,2.9117,2.9117,2.9117,2.9117,2.9117,2.9117,2.9117,2.9117,2.9117,#N/A,#N/A,#N/A,#N/A,2.7645,2.7645,2.7645,2.7645,2.7645,2.7645,2.7645,2.7645,2.7645,2.7645,2.7645,2.7645,#N/A,#N/A,#N/A,#N/A,#N/A,3.6845,3.6845,3.6845,3.6845,3.6845,3.6845,3.6845,3.6845,3.6845,3.6845,#N/A,#N/A,4.1353,4.1353,4.1353,4.1353,4.1353,4.1353,4.1353,4.1353,4.1353,4.1353,4.1353,4.1353,4.1353,4.1353,4.1353,4.1431,4.1431,4.1431,4.1431,4.1431,4.1431,4.1431,4.1431,4.1431,4.1431,4.1431,4.1431,4.1431,4.1431,4.1431,4.1431,4.1431,4.1431,4.1431,4.1431,4.1431,4.1431,#N/A,4.0999,4.0999,4.0999,4.0999,4.0999,4.0999,4.0999,4.0999,4.0999,4.0999,4.0999,4.0999,4.0999,4.0999,4.0999,6.3507,6.3507,6.3507,6.3507,6.3507,6.3507,6.3507,6.3507,6.3507,6.3507,6.3507,6.3507,6.3507,6.3507,6.3507,6.3507,6.3507,6.3507,6.3507,6.3507,6.3565,6.3565,6.3565,6.3565,6.3565,6.3565,6.3565,6.3565,6.3565,6.3565,6.3565,6.3565,6.3565,6.3565,6.3565
1950:Q4,6.8468,6.8468,6.8468,6.8468,6.8468,6.8468,6.8468,6.8468,6.8468,6.8468,6.8468,6.8468,6.8468,6.8468,6.8468,6.8468,6.8468,6.8468,6.8468,6.8468,6.8468,6.8468,6.8468,6.8468,6.8468,6.8468,6.8468,6.8468,6.8468,6.8468,6.8468,6.8468,6.8468,6.8468,6.8468,6.8468,6.8468,6.8468,6.8468,6.8468,6.8468,5.863,5.863,5.863,5.863,5.863,5.863,5.863,5.863,5.863,5.863,5.863,5.863,5.863,5.863,5.863,5.863,5.863,5.863,5.863,5.863,6.3462,6.3462,6.3462,6.3462,6.3462,6.3462,6.3462,6.3462,6.3462,6.3462,6.3462,6.3462,6.3462,6.3462,6.3462,6.3462,6.3462,6.3462,6.3462,6.3462,6.7317,6.7317,6.7317,6.7317,6.7317,6.7317,6.7317,6.7317,6.7317,6.7317,6.7317,6.7317,6.7317,6.7317,6.7317,6.7317,6.7317,6.7317,6.7317,6.7317,6.7317,6.7317,6.7317,6.7317,#N/A,#N/A,#N/A,#N/A,6.7161,6.7161,6.7161,6.7161,6.7161,6.7161,6.7161,6.7161,6.7161,6.7161,6.7161,6.7161,#N/A,#N/A,#N/A,#N/A,#N/A,7.5264,7.5264,7.5264,7.5264,7.5264,7.5264,7.5264,7.5264,7.5264,7.5264,#N/A,#N/A,7.9525,7.9525,7.9525,7.9525,7.9525,7.9525,7.9525,7.9525,7.9525,7.9525,7.9525,7.9525,7.9525,7.9525,7.9525,7.8368,7.8368,7.8368,7.8368,7.8368,7.8368,7.8368,7.8368,7.8368,7.8368,7.8368,7.8368,7.8368,7.8368,7.8368,7.8368,7.8368,7.8368,7.8368,7.8368,7.8368,7.8368,#N/A,7.7523,7.7523,7.7523,7.7523,7.7523,7.7523,7.7523,7.7523,7.7523,7.7523,7.7523,7.7523,7.7523,7.7523,7.7523,9.6586,9.6586,9.6586,9.6586,9.6586,9.6586,9.6586,9.6586,9.6586,9.6586,9.6586,9.6586,9.6586,9.6586,9.6586,9.6586,9.6586,9.6586,9.6586,9.6586,9.6673,9.6673,9.6673,9.6673,9.6673,9.6673,9.6673,9.6673,9.6673,9.6673,9.6673,9.6673,9.6673,9.6673,9.6673
1951:Q1,4.6649,4.6649,4.6649,4.6649,4.6649,4.6649,4.6649,4.6649,4.6649,4.6649,4.6649,4.6649,4.6649,4.6649,4.6649,4.6649,4.6649,4.6649,4.6649,4.6649,4.6649,4.6649,4.6649,4.6649,4.6649,4.6649,4.6649,4.6649,4.6649,4.6649,4.6649,4.6649,4.6649,4.6649,4.6649,4.6649,4.6649,4.6649,4.6649,4.6649,4.6649,3.648,3.648,3.648,3.648,3.648,3.648,3.648,3.648,3.648,3.648,3.648,3.648,3.648,3.648,3.648,3.648,3.648,3.648,3.648,3.648,4.1289,4.1289,4.1289,4.1289,4.1289,4.1289,4.1289,4.1289,4.1289,4.1289,4.1289,4.1289,4.1289,4.1289,4.1289,4.1289,4.1289,4.1289,4.1289,4.1289,4.3321,4.3321,4.3321,4.3321,4.3321,4.3321,4.3321,4.3321,4.3321,4.3321,4.3321,4.3321,4.3321,4.3321,4.3321,4.3321,4.3321,4.3321,4.3321,4.3321,4.3321,4.3321,4.3321,4.3321,#N/A,#N/A,#N/A,#N/A,4.4494,4.4494,4.4494,4.4494,4.4494,4.4494,4.4494,4.4494,4.4494,4.4494,4.4494,4.4494,#N/A,#N/A,#N/A,#N/A,#N/A,5.3007,5.3007,5.3007,5.3007,5.3007,5.3007,5.3007,5.3007,5.3007,5.3007,#N/A,#N/A,5.765,5.765,5.765,5.765,5.765,5.765,5.765,5.765,5.765,5.765,5.765,5.765,5.765,5.765,5.765,5.6838,5.6838,5.6838,5.6838,5.6838,5.6838,5.6838,5.6838,5.6838,5.6838,5.6838,5.6838,5.6838,5.6838,5.6838,5.6838,5.6838,5.6838,5.6838,5.6838,5.6838,5.6838,#N/A,5.6419,5.6419,5.6419,5.6419,5.6419,5.6419,5.6419,5.6419,5.6419,5.6419,5.6419,5.6419,5.6419,5.6419,5.6419,7.6555,7.6555,7.6555,7.6555,7.6555,7.6555,7.6555,7.6555,7.6555,7.6555,7.6555,7.6555,7.6555,7.6555,7.6555,7.6555,7.6555,7.6555,7.6555,7.6555,7.6186,7.6186,7.6186,7.6186,7.6186,7.6186,7.6186,7.6186,7.6186,7.6186,7.6186,7.6186,7.6186,7.6186,7.6186
1951:Q2,8.8938,8.8938,8.8938,8.8938,8.8938,8.8938,8.8938,8.8938,8.8938,8.8938,8.8938,8.8938,8.8938,8.8938,8.8938,8.8938,8.8938,8.8938,8.8938,8.8938,8.8938,8.8938,8.8938,8.8938,8.8938,8.8938,8.8938,8.8938,8.8938,8.8938,8.8938,8.8938,8.8938,8.8938,8.8938,8.8938,8.8938,8.8938,8.8938,8.8938,8.8938,7.8501,7.8501,7.8501,7.8501,7.8501,7.8501,7.8501,7.8501,7.8501,7.8501,7.8501,7.8501,7.8501,7.8501,7.8501,7.8501,7.8501,7.8501,7.8501,7.8501,8.337,8.337,8.337,8.337,8.337,8.337,8.337,8.337,8.337,8.337,8.337,8.337,8.337,8.337,8.337,8.337,8.337,8.337,8.337,8.337,8.5463,8.5463,8.5463,8.5463,8.5463,8.5463,8.5463,8.5463,8.5463,8.5463,8.5463,8.5463,8.5463,8.5463,8.5463,8.5463,8.5463,8.5463,8.5463,8.5463,8.5463,8.5463,8.5463,8.5463,#N/A,#N/A,#N/A,#N/A,8.5237,8.5237,8.5237,8.5237,8.5237,8.5237,8.5237,8.5237,8.5237,8.5237,8.5237,8.5237,#N/A,#N/A,#N/A,#N/A,#N/A,9.3206,9.3206,9.3206,9.3206,9.3206,9.3206,9.3206,9.3206,9.3206,9.3206,#N/A,#N/A,9.718,9.718,9.718,9.718,9.718,9.718,9.718,9.718,9.718,9.718,9.718,9.718,9.718,9.718,9.718,9.7572,9.7572,9.7572,9.7572,9.7572,9.7572,9.7572,9.7572,9.7572,9.7572,9.7572,9.7572,9.7572,9.7572,9.7572,9.7572,9.7572,9.7572,9.7572,9.7572,9.7572,9.7572,#N/A,9.6788,9.6788,9.6788,9.6788,9.6788,9.6788,9.6788,9.6788,9.6788,9.6788,9.6788,9.6788,9.6788,9.6788,9.6788,12.1941,12.1941,12.1941,12.1941,12.1941,12.1941,12.1941,12.1941,12.1941,12.1941,12.1941,12.1941,12.1941,12.1941,12.1941,12.1941,12.1941,12.1941,12.1941,12.1941,12.2095,12.2095,12.2095,12.2095,12.2095,12.2095,12.2095,12.2095,12.2095,12.2095,12.2095,12.2095,12.2095,12.2095,12.2095
1951:Q3,8.5125,8.5125,8.5125,8.5125,8.5125,8.5125,8.5125,8.5125,8.5125,8.5125,8.5125,8.5125,8.5125,8.5125,8.5125,8.5125,8.5125,8.5125,8.5125,8.5125,8.5125,8.5125,8.5125,8.5125,8.5125,8.5125,8.5125,8.5125,8.5125,8.5125,8.5125,8.5125,8.5125,8.5125,8.5125,8.5125,8.5125,8.5125,8.5125,8.5125,8.5125,7.4779,7.4779,7.4779,7.4779,7.4779,7.4779,7.4779,7.4779,7.4779,7.4779,7.4779,7.4779,7.4779,7.4779,7.4779,7.4779,7.4779,7.4779,7.4779,7.4779,8.007,8.007,8.007,8.007,8.007,8.007,8.007,8.007,8.007,8.007,8.007,8.007,8.007,8.007,8.007,8.007,8.007,8.007,8.007,8.007,8.2897,8.2897,8.2897,8.2897,8.2897,8.2897,8.2897,8.2897,8.2897,8.2897,8.2897,8.2897,8.2897,8.2897,8.2897,8.2897,8.2897,8.2897,8.2897,8.2897,8.2897,8.2897,8.2897,8.2897,#N/A,#N/A,#N/A,#N/A,8.1882,8.1882,8.1882,8.1882,8.1882,8.1882,8.1882,8.1882,8.1882,8.1882,8.1882,8.1882,#N/A,#N/A,#N/A,#N/A,#N/A,9.0203,9.0203,9.0203,9.0203,9.0203,9.0203,9.0203,9.0203,9.0203,9.0203,#N/A,#N/A,9.4542,9.4542,9.4542,9.4542,9.4542,9.4542,9.4542,9.4542,9.4542,9.4542,9.4542,9.4542,9.4542,9.4542,9.4542,9.2943,9.2943,9.2943,9.2943,9.2943,9.2943,9.2943,9.2943,9.2943,9.2943,9.2943,9.2943,9.2943,9.2943,9.2943,9.2943,9.2943,9.2943,9.2943,9.2943,9.2943,9.2943,#N/A,9.2162,9.2162,9.2162,9.2162,9.2162,9.2162,9.2162,9.2162,9.2162,9.2162,9.2162,9.2162,9.2162,9.2162,9.2162,12.2083,12.2083,12.2083,12.2083,12.2083,12.2083,12.2083,12.2083,12.2083,12.2083,12.2083,12.2083,12.2083,12.2083,12.2083,12.2083,12.2083,12.2083,12.2083,12.2083,12.1768,12.1768,12.1768,12.1768,12.1768,12.1768,12.1768,12.1768,12.1768,12.1768,12.1768,12.1768,12.1768,12.1768,12.1768
1951:Q4,8.1747,8.1747,8.1747,8.1747,8.1747,8.1747,8.1747,8.1747,8.1747,8.1747,8.1747,8.1747,8.1747,8.1747,8.1747,8.1747,8.1747,8.1747,8.1747,8.1747,8.1747,8.1747,8.1747,8.1747,8.1747,8.1747,8.1747,8.1747,8.1747,8.1747,8.1747,8.1747,8.1747,8.1747,8.1747,8.1747,8.1747,8.1747,8.1747,8.1747,8.1747,7.1117,7.1117,7.1117,7.1117,7.1117,7.1117,7.1117,7.1117,7.1117,7.1117,7.1117,7.1117,7.1117,7.1117,7.1117,7.1117,7.1117,7.1117,7.1117,7.1117,7.679,7.679,7.679,7.679,7.679,7.679,7.679,7.679,7.679,7.679,7.679,7.679,7.679,7.679,7.679,7.679,7.679,7.679,7.679,7.679,7.9502,7.9502,7.9502,7.9502,7.9502,7.9502,7.9502,7.9502,7.9502,7.9502,7.9502,7.9502,7.9502,7.9502,7.9502,7.9502,7.9502,7.9502,7.9502,7.9502,7.9502,7.9502,7.9502,7.9502,#N/A,#N/A,#N/A,#N/A,7.8112,7.8112,7.8112,7.8112,7.8112,7.8112,7.8112,7.8112,7.8112,7.8112,7.8112,7.8112,#N/A,#N/A,#N/A,#N/A,#N/A,8.6346,8.6346,8.6346,8.6346,8.6346,8.6346,8.6346,8.6346,8.6346,8.6346,#N/A,#N/A,9.1025,9.1025,9.1025,9.1025,9.1025,9.1025,9.1025,9.1025,9.1025,9.1025,9.1025,9.1025,9.1025,9.1025,9.1025,8.9483,8.9483,8.9483,8.9483,8.9483,8.9483,8.9483,8.9483,8.9483,8.9483,8.9483,8.9483,8.9483,8.9483,8.9483,8.9483,8.9483,8.9483,8.9483,8.9483,8.9483,8.9483,#N/A,8.8672,8.8672,8.8672,8.8672,8.8672,8.8672,8.8672,8.8672,8.8672,8.8672,8.8672,8.8672,8.8672,8.8672,8.8672,11.5369,11.5369,11.5369,11.5369,11.5369,11.5369,11.5369,11.5369,11.5369,11.5369,11.5369,11.5369,11.5369,11.5369,11.5369,11.5369,11.5369,11.5369,11.5369,11.5369,11.5052,11.5052,11.5052,11.5052,11.5052,11.5052,11.5052,11.5052,11.5052,11.5052,11.5052,11.5052,11.5052,11.5052,11.5052
