DATE,rinvbf65Q4,rinvbf66Q1,rinvbf66Q2,rinvbf66Q3,rinvbf66Q4,rinvbf67Q1,rinvbf67Q2,rinvbf67Q3,rinvbf67Q4,rinvbf68Q1,rinvbf68Q2,rinvbf68Q3,rinvbf68Q4,rinvbf69Q1,rinvbf69Q2,rinvbf69Q3,rinvbf69Q4,rinvbf70Q1,rinvbf70Q2,rinvbf70Q3,rinvbf70Q4,rinvbf71Q1,rinvbf71Q2,rinvbf71Q3,rinvbf71Q4,rinvbf72Q1,rinvbf72Q2,rinvbf72Q3,rinvbf72Q4,rinvbf73Q1,rinvbf73Q2,rinvbf73Q3,rinvbf73Q4,rinvbf74Q1,rinvbf74Q2,rinvbf74Q3,rinvbf74Q4,rinvbf75Q1,rinvbf75Q2,rinvbf75Q3,rinvbf75Q4,rinvbf76Q1,rinvbf76Q2,rinvbf76Q3,rinvbf76Q4,rinvbf77Q1,rinvbf77Q2,rinvbf77Q3,rinvbf77Q4,rinvbf78Q1,rinvbf78Q2,rinvbf78Q3,rinvbf78Q4,rinvbf79Q1,rinvbf79Q2,rinvbf79Q3,rinvbf79Q4,rinvbf80Q1,rinvbf80Q2,rinvbf80Q3,rinvbf80Q4,rinvbf81Q1,rinvbf81Q2,rinvbf81Q3,rinvbf81Q4,rinvbf82Q1,rinvbf82Q2,rinvbf82Q3,rinvbf82Q4,rinvbf83Q1,rinvbf83Q2,rinvbf83Q3,rinvbf83Q4,rinvbf84Q1,rinvbf84Q2,rinvbf84Q3,rinvbf84Q4,rinvbf85Q1,rinvbf85Q2,rinvbf85Q3,rinvbf85Q4,rinvbf86Q1,rinvbf86Q2,rinvbf86Q3,rinvbf86Q4,rinvbf87Q1,rinvbf87Q2,rinvbf87Q3,rinvbf87Q4,rinvbf88Q1,rinvbf88Q2,rinvbf88Q3,rinvbf88Q4,rinvbf89Q1,rinvbf89Q2,rinvbf89Q3,rinvbf89Q4,rinvbf90Q1,rinvbf90Q2,rinvbf90Q3,rinvbf90Q4,rinvbf91Q1,rinvbf91Q2,rinvbf91Q3,rinvbf91Q4,rinvbf92Q1,rinvbf92Q2,rinvbf92Q3,rinvbf92Q4,rinvbf93Q1,rinvbf93Q2,rinvbf93Q3,rinvbf93Q4,rinvbf94Q1,rinvbf94Q2,rinvbf94Q3,rinvbf94Q4,rinvbf95Q1,rinvbf95Q2,rinvbf95Q3,rinvbf95Q4,rinvbf96Q1,rinvbf96Q2,rinvbf96Q3,rinvbf96Q4,rinvbf97Q1,rinvbf97Q2,rinvbf97Q3,rinvbf97Q4,rinvbf98Q1,rinvbf98Q2,rinvbf98Q3,rinvbf98Q4,rinvbf99Q1,rinvbf99Q2,rinvbf99Q3,rinvbf99Q4,rinvbf00Q1,rinvbf00Q2,rinvbf00Q3,rinvbf00Q4,rinvbf01Q1,rinvbf01Q2,rinvbf01Q3,rinvbf01Q4,rinvbf02Q1,rinvbf02Q2,rinvbf02Q3,rinvbf02Q4,rinvbf03Q1,rinvbf03Q2,rinvbf03Q3,rinvbf03Q4,rinvbf04Q1,rinvbf04Q2,rinvbf04Q3,rinvbf04Q4,rinvbf05Q1,rinvbf05Q2,rinvbf05Q3,rinvbf05Q4,rinvbf06Q1,rinvbf06Q2,rinvbf06Q3,rinvbf06Q4,rinvbf07Q1,rinvbf07Q2,rinvbf07Q3,rinvbf07Q4,rinvbf08Q1,rinvbf08Q2,rinvbf08Q3,rinvbf08Q4,rinvbf09Q1,rinvbf09Q2,rinvbf09Q3,rinvbf09Q4,rinvbf10Q1,rinvbf10Q2,rinvbf10Q3,rinvbf10Q4,rinvbf11Q1,rinvbf11Q2,rinvbf11Q3,rinvbf11Q4,rinvbf12Q1,rinvbf12Q2,rinvbf12Q3,rinvbf12Q4,rinvbf13Q1,rinvbf13Q2,rinvbf13Q3,rinvbf13Q4,rinvbf14Q1,rinvbf14Q2,rinvbf14Q3,rinvbf14Q4,rinvbf15Q1,rinvbf15Q2,rinvbf15Q3,rinvbf15Q4,rinvbf16Q1,rinvbf16Q2,rinvbf16Q3,rinvbf16Q4,rinvbf17Q1,rinvbf17Q2,rinvbf17Q3,rinvbf17Q4,rinvbf18Q1,rinvbf18Q2,rinvbf18Q3,rinvbf18Q4,rinvbf19Q1,rinvbf19Q2,rinvbf19Q3,rinvbf19Q4,rinvbf20Q1,rinvbf20Q2,rinvbf20Q3,rinvbf20Q4,rinvbf21Q1,rinvbf21Q2,rinvbf21Q3,rinvbf21Q4,rinvbf22Q1
2001:Q1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1442.2,1373.9,1373.9,1373.9,1373.9,1311.4,1311.4,1311.4,1311.4,1311.4,1311.4,1233.6,1233.6,1234.4,1234.4,1234.4,1234.4,1234.4,1234.4,1234.4,1234.4,1234.4,1234.4,1234.4,1234.4,1234.4,1234.4,1234.4,1234.4,1234.4,1234.4,1234.4,1234.4,1328.7,1328.7,1328.7,1328.7,1328.7,1328.7,1328.7,1328.7,1321.7,1321.7,1321.7,1321.7,1321.7,1321.7,1321.7,1321.7,1658.8,1658.8,1658.8,1658.8,1658.8,1658.8,1658.8,1658.8,1658.8,1658.8,1658.8,1658.8,1658.8,1658.8,1658.8,1658.8,1658.8,1658.8,1658.8,1658.8,1627.1,1627.1,1627.1,1627.1,1627.1,1627.1,1627.1,1627.1,1627.1,1627.1,1627.1,1627.1,1627.1,1627.1,1627.1
2001:Q2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1324.5,1320.9,1320.9,1320.9,1261,1261,1261,1261,1261,1261,1189.4,1189.4,1190.2,1190.2,1190.2,1190.2,1190.2,1190.2,1190.2,1190.2,1190.2,1190.2,1190.2,1190.2,1190.2,1190.2,1190.2,1190.2,1190.2,1190.2,1190.2,1190.2,1293.8,1293.8,1293.8,1293.8,1293.8,1293.8,1293.8,1293.8,1286.9,1286.9,1286.9,1286.9,1286.9,1286.9,1286.9,1286.9,1621.2,1621.2,1621.2,1621.2,1621.2,1621.2,1621.2,1621.2,1621.2,1621.2,1621.2,1621.2,1621.2,1621.2,1621.2,1621.2,1621.2,1621.2,1621.2,1621.2,1593.4,1593.4,1593.4,1593.4,1593.4,1593.4,1593.4,1593.4,1593.4,1593.4,1593.4,1593.4,1593.4,1593.4,1593.4
2001:Q3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1279.8,1292,1292,1241.7,1241.7,1241.7,1241.7,1241.7,1241.7,1163.7,1163.7,1169.3,1169.3,1169.3,1169.3,1169.3,1169.3,1169.3,1169.3,1169.3,1169.3,1169.3,1169.3,1169.3,1169.3,1169.3,1169.3,1169.3,1169.3,1169.3,1169.3,1272.5,1272.5,1272.5,1272.5,1272.5,1272.5,1272.5,1272.5,1265.5,1265.5,1265.5,1265.5,1265.5,1265.5,1265.5,1265.5,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1574.6,1574.6,1574.6,1574.6,1574.6,1574.6,1574.6,1574.6,1574.6,1574.6,1574.6,1574.6,1574.6,1574.6,1574.6
2001:Q4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1248.4,1245,1206.4,1206.4,1206.4,1206.4,1206.4,1206.4,1120.6,1120.6,1128.2,1128.2,1128.2,1128.2,1128.2,1128.2,1128.2,1128.2,1128.2,1128.2,1128.2,1128.2,1128.2,1128.2,1128.2,1128.2,1128.2,1128.2,1128.2,1128.2,1232.2,1232.2,1232.2,1232.2,1232.2,1232.2,1232.2,1232.2,1225,1225,1225,1225,1225,1225,1225,1225,1553.6,1553.6,1553.6,1553.6,1553.6,1553.6,1553.6,1553.6,1553.6,1553.6,1553.6,1553.6,1553.6,1553.6,1553.6,1553.6,1553.6,1553.6,1553.6,1553.6,1529.3,1529.3,1529.3,1529.3,1529.3,1529.3,1529.3,1529.3,1529.3,1529.3,1529.3,1529.3,1529.3,1529.3,1529.3
2002:Q1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1226.8,1188.4,1188.4,1188.4,1188.4,1188.4,1188.4,1100.4,1100.4,1099.8,1099.8,1099.8,1099.8,1090.3,1090.3,1090.3,1090.3,1090.3,1090.3,1090.3,1090.3,1090.3,1090.3,1090.3,1090.3,1090.3,1090.3,1090.3,1090.3,1203.4,1203.4,1203.4,1203.4,1203.4,1203.4,1203.4,1203.4,1195.8,1195.8,1195.8,1195.8,1195.8,1195.8,1195.8,1195.8,1522.1,1522.1,1522.1,1522.1,1522.1,1522.1,1522.1,1522.1,1522.1,1522.1,1522.1,1522.1,1522.1,1522.1,1522.1,1522.1,1522.1,1522.1,1522.1,1522.1,1492.6,1492.6,1492.6,1492.6,1492.6,1492.6,1492.6,1492.6,1492.6,1492.6,1492.6,1492.6,1492.6,1492.6,1492.6
2002:Q2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1183.6,1181.1,1181.1,1181.1,1181.1,1181.1,1092.1,1092.1,1072.4,1072.4,1072.4,1072.4,1073.3,1073.3,1073.3,1073.3,1073.3,1073.3,1073.3,1073.3,1073.3,1073.3,1073.3,1073.3,1073.3,1073.3,1073.3,1073.3,1183.9,1183.9,1183.9,1183.9,1183.9,1183.9,1183.9,1183.9,1176.6,1176.6,1176.6,1176.6,1176.6,1176.6,1176.6,1176.6,1501.9,1501.9,1501.9,1501.9,1501.9,1501.9,1501.9,1501.9,1501.9,1501.9,1501.9,1501.9,1501.9,1501.9,1501.9,1501.9,1501.9,1501.9,1501.9,1501.9,1475.8,1475.8,1475.8,1475.8,1475.8,1475.8,1475.8,1475.8,1475.8,1475.8,1475.8,1475.8,1475.8,1475.8,1475.8
2002:Q3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1182.8,1178.7,1178.7,1178.7,1178.7,1089.1,1089.1,1069.5,1069.5,1069.5,1069.5,1068,1068,1068,1068,1068,1068,1068,1068,1068,1068,1068,1068,1068,1068,1068,1068,1177.8,1177.8,1177.8,1177.8,1177.8,1177.8,1177.8,1177.8,1171.4,1171.4,1171.4,1171.4,1171.4,1171.4,1171.4,1171.4,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1493,1471,1471,1471,1471,1471,1471,1471,1471,1471,1471,1471,1471,1471,1471,1471
2002:Q4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1183.2,1185.3,1185.3,1185.3,1088.9,1088.9,1060.9,1060.9,1060.9,1060.9,1054.5,1054.5,1054.5,1054.5,1054.5,1054.5,1054.5,1054.5,1054.5,1054.5,1054.5,1054.5,1054.5,1054.5,1054.5,1054.5,1155.6,1155.6,1155.6,1155.6,1155.6,1155.6,1155.6,1155.6,1150.9,1150.9,1150.9,1150.9,1150.9,1150.9,1150.9,1150.9,1475.1,1475.1,1475.1,1475.1,1475.1,1475.1,1475.1,1475.1,1475.1,1475.1,1475.1,1475.1,1475.1,1475.1,1475.1,1475.1,1475.1,1475.1,1475.1,1475.1,1451.2,1451.2,1451.2,1451.2,1451.2,1451.2,1451.2,1451.2,1451.2,1451.2,1451.2,1451.2,1451.2,1451.2,1451.2
2003:Q1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1172.7,1172.1,1172.1,1087.3,1087.3,1060.5,1060.5,1060.5,1060.5,1051.6,1051.6,1051.6,1051.6,1047.5,1047.5,1047.5,1047.5,1047.5,1047.5,1047.5,1047.5,1047.5,1047.5,1047.5,1047.5,1150.4,1150.4,1150.4,1150.4,1150.4,1150.4,1150.4,1150.4,1147.8,1147.8,1147.8,1147.8,1147.8,1147.8,1147.8,1147.8,1478.6,1478.6,1478.6,1478.6,1478.6,1478.6,1478.6,1478.6,1478.6,1478.6,1478.6,1478.6,1478.6,1478.6,1478.6,1478.6,1478.6,1478.6,1478.6,1478.6,1458.4,1458.4,1458.4,1458.4,1458.4,1458.4,1458.4,1458.4,1458.4,1458.4,1458.4,1458.4,1458.4,1458.4,1458.4
2003:Q2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1191.7,1193,1105.8,1105.8,1090.6,1090.6,1090.6,1090.6,1072.9,1072.9,1072.9,1072.9,1074.5,1074.5,1074.5,1074.5,1074.5,1074.5,1074.5,1074.5,1074.5,1074.5,1074.5,1074.5,1181.4,1181.4,1181.4,1181.4,1181.4,1181.4,1181.4,1181.4,1179.5,1179.5,1179.5,1179.5,1179.5,1179.5,1179.5,1179.5,1514.3,1514.3,1514.3,1514.3,1514.3,1514.3,1514.3,1514.3,1514.3,1514.3,1514.3,1514.3,1514.3,1514.3,1514.3,1514.3,1514.3,1514.3,1514.3,1514.3,1498.7,1498.7,1498.7,1498.7,1498.7,1498.7,1498.7,1498.7,1498.7,1498.7,1498.7,1498.7,1498.7,1498.7,1498.7
